id,num,country,model,ccm_null,climate,ccm_driver
1,1,Mexico,Seasonal,0.546979298,Temperature,0.520659385
2,2,Mexico,Seasonal,0.55699688,Temperature,0.520659385
3,3,Mexico,Seasonal,0.609864476,Temperature,0.520659385
4,4,Mexico,Seasonal,0.589426023,Temperature,0.520659385
5,5,Mexico,Seasonal,0.574611024,Temperature,0.520659385
6,6,Mexico,Seasonal,0.561878229,Temperature,0.520659385
7,7,Mexico,Seasonal,0.608610852,Temperature,0.520659385
8,8,Mexico,Seasonal,0.560092639,Temperature,0.520659385
9,9,Mexico,Seasonal,0.618807998,Temperature,0.520659385
10,10,Mexico,Seasonal,0.598938448,Temperature,0.520659385
11,11,Mexico,Seasonal,0.611393176,Temperature,0.520659385
12,12,Mexico,Seasonal,0.587055079,Temperature,0.520659385
13,13,Mexico,Seasonal,0.622021415,Temperature,0.520659385
14,14,Mexico,Seasonal,0.50188167,Temperature,0.520659385
15,15,Mexico,Seasonal,0.578919518,Temperature,0.520659385
16,16,Mexico,Seasonal,0.531909465,Temperature,0.520659385
17,17,Mexico,Seasonal,0.616796295,Temperature,0.520659385
18,18,Mexico,Seasonal,0.579936603,Temperature,0.520659385
19,19,Mexico,Seasonal,0.543953153,Temperature,0.520659385
20,20,Mexico,Seasonal,0.598406494,Temperature,0.520659385
21,21,Mexico,Seasonal,0.601365781,Temperature,0.520659385
22,22,Mexico,Seasonal,0.60771377,Temperature,0.520659385
23,23,Mexico,Seasonal,0.578679199,Temperature,0.520659385
24,24,Mexico,Seasonal,0.56630743,Temperature,0.520659385
25,25,Mexico,Seasonal,0.520058416,Temperature,0.520659385
26,26,Mexico,Seasonal,0.529712212,Temperature,0.520659385
27,27,Mexico,Seasonal,0.599718703,Temperature,0.520659385
28,28,Mexico,Seasonal,0.571159321,Temperature,0.520659385
29,29,Mexico,Seasonal,0.542926042,Temperature,0.520659385
30,30,Mexico,Seasonal,0.599115616,Temperature,0.520659385
31,31,Mexico,Seasonal,0.666314448,Temperature,0.520659385
32,32,Mexico,Seasonal,0.640830327,Temperature,0.520659385
33,33,Mexico,Seasonal,0.622140901,Temperature,0.520659385
34,34,Mexico,Seasonal,0.582604133,Temperature,0.520659385
35,35,Mexico,Seasonal,0.496103012,Temperature,0.520659385
36,36,Mexico,Seasonal,0.489872527,Temperature,0.520659385
37,37,Mexico,Seasonal,0.602976139,Temperature,0.520659385
38,38,Mexico,Seasonal,0.634549093,Temperature,0.520659385
39,39,Mexico,Seasonal,0.588387807,Temperature,0.520659385
40,40,Mexico,Seasonal,0.559256139,Temperature,0.520659385
41,41,Mexico,Seasonal,0.564197888,Temperature,0.520659385
42,42,Mexico,Seasonal,0.613723865,Temperature,0.520659385
43,43,Mexico,Seasonal,0.596647737,Temperature,0.520659385
44,44,Mexico,Seasonal,0.584690586,Temperature,0.520659385
45,45,Mexico,Seasonal,0.558527941,Temperature,0.520659385
46,46,Mexico,Seasonal,0.640131113,Temperature,0.520659385
47,47,Mexico,Seasonal,0.53700373,Temperature,0.520659385
48,48,Mexico,Seasonal,0.639773096,Temperature,0.520659385
49,49,Mexico,Seasonal,0.586990194,Temperature,0.520659385
50,50,Mexico,Seasonal,0.509080761,Temperature,0.520659385
51,51,Mexico,Seasonal,0.590602812,Temperature,0.520659385
52,52,Mexico,Seasonal,0.532690744,Temperature,0.520659385
53,53,Mexico,Seasonal,0.572241305,Temperature,0.520659385
54,54,Mexico,Seasonal,0.569294986,Temperature,0.520659385
55,55,Mexico,Seasonal,0.544536139,Temperature,0.520659385
56,56,Mexico,Seasonal,0.507654836,Temperature,0.520659385
57,57,Mexico,Seasonal,0.614070795,Temperature,0.520659385
58,58,Mexico,Seasonal,0.602478643,Temperature,0.520659385
59,59,Mexico,Seasonal,0.551771591,Temperature,0.520659385
60,60,Mexico,Seasonal,0.547062988,Temperature,0.520659385
61,61,Mexico,Seasonal,0.589240394,Temperature,0.520659385
62,62,Mexico,Seasonal,0.582744989,Temperature,0.520659385
63,63,Mexico,Seasonal,0.645454596,Temperature,0.520659385
64,64,Mexico,Seasonal,0.525200034,Temperature,0.520659385
65,65,Mexico,Seasonal,0.549723408,Temperature,0.520659385
66,66,Mexico,Seasonal,0.580049326,Temperature,0.520659385
67,67,Mexico,Seasonal,0.546043699,Temperature,0.520659385
68,68,Mexico,Seasonal,0.546133237,Temperature,0.520659385
69,69,Mexico,Seasonal,0.564300034,Temperature,0.520659385
70,70,Mexico,Seasonal,0.627949129,Temperature,0.520659385
71,1,Mexico,Ebisuzaki,0.446798486,Temperature,0.520659385
72,2,Mexico,Ebisuzaki,-0.040941279,Temperature,0.520659385
73,3,Mexico,Ebisuzaki,0.478754916,Temperature,0.520659385
74,4,Mexico,Ebisuzaki,0.414728717,Temperature,0.520659385
75,5,Mexico,Ebisuzaki,-0.187656009,Temperature,0.520659385
76,6,Mexico,Ebisuzaki,0.449304588,Temperature,0.520659385
77,7,Mexico,Ebisuzaki,0.186104106,Temperature,0.520659385
78,8,Mexico,Ebisuzaki,0.274568962,Temperature,0.520659385
79,9,Mexico,Ebisuzaki,0.72259078,Temperature,0.520659385
80,10,Mexico,Ebisuzaki,0.606878138,Temperature,0.520659385
81,11,Mexico,Ebisuzaki,0.438113938,Temperature,0.520659385
82,12,Mexico,Ebisuzaki,0.143436563,Temperature,0.520659385
83,13,Mexico,Ebisuzaki,0.588671428,Temperature,0.520659385
84,14,Mexico,Ebisuzaki,0.070706323,Temperature,0.520659385
85,15,Mexico,Ebisuzaki,0.425455007,Temperature,0.520659385
86,16,Mexico,Ebisuzaki,0.521278185,Temperature,0.520659385
87,17,Mexico,Ebisuzaki,0.543985256,Temperature,0.520659385
88,18,Mexico,Ebisuzaki,0.281133947,Temperature,0.520659385
89,19,Mexico,Ebisuzaki,0.276991091,Temperature,0.520659385
90,20,Mexico,Ebisuzaki,0.623066232,Temperature,0.520659385
91,21,Mexico,Ebisuzaki,0.439319697,Temperature,0.520659385
92,22,Mexico,Ebisuzaki,0.237252675,Temperature,0.520659385
93,23,Mexico,Ebisuzaki,0.00428926,Temperature,0.520659385
94,24,Mexico,Ebisuzaki,0.508991056,Temperature,0.520659385
95,25,Mexico,Ebisuzaki,0.427874311,Temperature,0.520659385
96,26,Mexico,Ebisuzaki,-0.008954908,Temperature,0.520659385
97,27,Mexico,Ebisuzaki,0.272203424,Temperature,0.520659385
98,28,Mexico,Ebisuzaki,0.10117813,Temperature,0.520659385
99,29,Mexico,Ebisuzaki,0.277490176,Temperature,0.520659385
100,30,Mexico,Ebisuzaki,0.297310107,Temperature,0.520659385
101,31,Mexico,Ebisuzaki,0.570714343,Temperature,0.520659385
102,32,Mexico,Ebisuzaki,0.597059638,Temperature,0.520659385
103,33,Mexico,Ebisuzaki,0.133401537,Temperature,0.520659385
104,34,Mexico,Ebisuzaki,0.422636852,Temperature,0.520659385
105,35,Mexico,Ebisuzaki,0.436925293,Temperature,0.520659385
106,36,Mexico,Ebisuzaki,0.646889572,Temperature,0.520659385
107,37,Mexico,Ebisuzaki,0.366071927,Temperature,0.520659385
108,38,Mexico,Ebisuzaki,0.497331226,Temperature,0.520659385
109,39,Mexico,Ebisuzaki,0.238831042,Temperature,0.520659385
110,40,Mexico,Ebisuzaki,0.061065667,Temperature,0.520659385
111,41,Mexico,Ebisuzaki,0.607798275,Temperature,0.520659385
112,42,Mexico,Ebisuzaki,0.199229272,Temperature,0.520659385
113,43,Mexico,Ebisuzaki,0.319589084,Temperature,0.520659385
114,44,Mexico,Ebisuzaki,0.344762275,Temperature,0.520659385
115,45,Mexico,Ebisuzaki,0.259092782,Temperature,0.520659385
116,46,Mexico,Ebisuzaki,0.521016628,Temperature,0.520659385
117,47,Mexico,Ebisuzaki,0.630260298,Temperature,0.520659385
118,48,Mexico,Ebisuzaki,0.432261999,Temperature,0.520659385
119,49,Mexico,Ebisuzaki,-0.157433147,Temperature,0.520659385
120,50,Mexico,Ebisuzaki,0.298269165,Temperature,0.520659385
121,51,Mexico,Ebisuzaki,0.25054161,Temperature,0.520659385
122,52,Mexico,Ebisuzaki,0.391472955,Temperature,0.520659385
123,53,Mexico,Ebisuzaki,0.256330729,Temperature,0.520659385
124,54,Mexico,Ebisuzaki,0.523151308,Temperature,0.520659385
125,55,Mexico,Ebisuzaki,0.414776147,Temperature,0.520659385
126,56,Mexico,Ebisuzaki,0.567445989,Temperature,0.520659385
127,57,Mexico,Ebisuzaki,0.480389021,Temperature,0.520659385
128,58,Mexico,Ebisuzaki,0.223698002,Temperature,0.520659385
129,59,Mexico,Ebisuzaki,0.088656983,Temperature,0.520659385
130,60,Mexico,Ebisuzaki,0.180800945,Temperature,0.520659385
131,61,Mexico,Ebisuzaki,0.683679292,Temperature,0.520659385
132,62,Mexico,Ebisuzaki,0.378996515,Temperature,0.520659385
133,63,Mexico,Ebisuzaki,0.501244239,Temperature,0.520659385
134,64,Mexico,Ebisuzaki,0.347605091,Temperature,0.520659385
135,65,Mexico,Ebisuzaki,0.589231388,Temperature,0.520659385
136,66,Mexico,Ebisuzaki,0.562705546,Temperature,0.520659385
137,67,Mexico,Ebisuzaki,-0.014570878,Temperature,0.520659385
138,68,Mexico,Ebisuzaki,0.100077679,Temperature,0.520659385
139,69,Mexico,Ebisuzaki,0.422266945,Temperature,0.520659385
140,70,Mexico,Ebisuzaki,0.310370221,Temperature,0.520659385
141,1,Vietnam,Seasonal,0.241766624,Temperature,0.40969741
142,2,Vietnam,Seasonal,0.351196143,Temperature,0.40969741
143,3,Vietnam,Seasonal,0.35047595,Temperature,0.40969741
144,4,Vietnam,Seasonal,0.283949835,Temperature,0.40969741
145,5,Vietnam,Seasonal,0.41248511,Temperature,0.40969741
146,6,Vietnam,Seasonal,0.391732803,Temperature,0.40969741
147,7,Vietnam,Seasonal,0.32785112,Temperature,0.40969741
148,8,Vietnam,Seasonal,0.395227261,Temperature,0.40969741
149,9,Vietnam,Seasonal,0.373788352,Temperature,0.40969741
150,10,Vietnam,Seasonal,0.317756148,Temperature,0.40969741
151,11,Vietnam,Seasonal,0.455088028,Temperature,0.40969741
152,12,Vietnam,Seasonal,0.31514128,Temperature,0.40969741
153,13,Vietnam,Seasonal,0.35300718,Temperature,0.40969741
154,14,Vietnam,Seasonal,0.47439573,Temperature,0.40969741
155,15,Vietnam,Seasonal,0.404156204,Temperature,0.40969741
156,16,Vietnam,Seasonal,0.4429228,Temperature,0.40969741
157,17,Vietnam,Seasonal,0.412472537,Temperature,0.40969741
158,18,Vietnam,Seasonal,0.383068681,Temperature,0.40969741
159,19,Vietnam,Seasonal,0.364573517,Temperature,0.40969741
160,20,Vietnam,Seasonal,0.37104571,Temperature,0.40969741
161,21,Vietnam,Seasonal,0.246219993,Temperature,0.40969741
162,22,Vietnam,Seasonal,0.418591337,Temperature,0.40969741
163,23,Vietnam,Seasonal,0.345869052,Temperature,0.40969741
164,24,Vietnam,Seasonal,0.423772534,Temperature,0.40969741
165,25,Vietnam,Seasonal,0.356952115,Temperature,0.40969741
166,26,Vietnam,Seasonal,0.369037595,Temperature,0.40969741
167,27,Vietnam,Seasonal,0.377558945,Temperature,0.40969741
168,28,Vietnam,Seasonal,0.357757098,Temperature,0.40969741
169,29,Vietnam,Seasonal,0.381039041,Temperature,0.40969741
170,30,Vietnam,Seasonal,0.351424965,Temperature,0.40969741
171,31,Vietnam,Seasonal,0.42311782,Temperature,0.40969741
172,32,Vietnam,Seasonal,0.42034237,Temperature,0.40969741
173,33,Vietnam,Seasonal,0.297182029,Temperature,0.40969741
174,34,Vietnam,Seasonal,0.33293337,Temperature,0.40969741
175,35,Vietnam,Seasonal,0.409008527,Temperature,0.40969741
176,36,Vietnam,Seasonal,0.366578167,Temperature,0.40969741
177,37,Vietnam,Seasonal,0.401310923,Temperature,0.40969741
178,38,Vietnam,Seasonal,0.379197412,Temperature,0.40969741
179,39,Vietnam,Seasonal,0.327591662,Temperature,0.40969741
180,40,Vietnam,Seasonal,0.414247548,Temperature,0.40969741
181,41,Vietnam,Seasonal,0.408190231,Temperature,0.40969741
182,42,Vietnam,Seasonal,0.415584502,Temperature,0.40969741
183,43,Vietnam,Seasonal,0.357677139,Temperature,0.40969741
184,44,Vietnam,Seasonal,0.449106872,Temperature,0.40969741
185,45,Vietnam,Seasonal,0.474878535,Temperature,0.40969741
186,46,Vietnam,Seasonal,0.358585466,Temperature,0.40969741
187,47,Vietnam,Seasonal,0.304171386,Temperature,0.40969741
188,48,Vietnam,Seasonal,0.496081021,Temperature,0.40969741
189,49,Vietnam,Seasonal,0.337491665,Temperature,0.40969741
190,50,Vietnam,Seasonal,0.347374586,Temperature,0.40969741
191,51,Vietnam,Seasonal,0.334174366,Temperature,0.40969741
192,52,Vietnam,Seasonal,0.432528108,Temperature,0.40969741
193,53,Vietnam,Seasonal,0.431892406,Temperature,0.40969741
194,54,Vietnam,Seasonal,0.362436034,Temperature,0.40969741
195,55,Vietnam,Seasonal,0.317161387,Temperature,0.40969741
196,56,Vietnam,Seasonal,0.410899136,Temperature,0.40969741
197,57,Vietnam,Seasonal,0.322690351,Temperature,0.40969741
198,58,Vietnam,Seasonal,0.466348294,Temperature,0.40969741
199,59,Vietnam,Seasonal,0.330176875,Temperature,0.40969741
200,60,Vietnam,Seasonal,0.382491069,Temperature,0.40969741
201,61,Vietnam,Seasonal,0.391849212,Temperature,0.40969741
202,62,Vietnam,Seasonal,0.392094378,Temperature,0.40969741
203,63,Vietnam,Seasonal,0.399635253,Temperature,0.40969741
204,64,Vietnam,Seasonal,0.401877643,Temperature,0.40969741
205,65,Vietnam,Seasonal,0.348422492,Temperature,0.40969741
206,66,Vietnam,Seasonal,0.429335178,Temperature,0.40969741
207,67,Vietnam,Seasonal,0.395979119,Temperature,0.40969741
208,68,Vietnam,Seasonal,0.372768816,Temperature,0.40969741
209,69,Vietnam,Seasonal,0.344361173,Temperature,0.40969741
210,70,Vietnam,Seasonal,0.42001811,Temperature,0.40969741
211,1,Vietnam,Ebisuzaki,0.284127171,Temperature,0.40969741
212,2,Vietnam,Ebisuzaki,0.141007543,Temperature,0.40969741
213,3,Vietnam,Ebisuzaki,0.136854732,Temperature,0.40969741
214,4,Vietnam,Ebisuzaki,0.182110089,Temperature,0.40969741
215,5,Vietnam,Ebisuzaki,0.378924724,Temperature,0.40969741
216,6,Vietnam,Ebisuzaki,0.016161485,Temperature,0.40969741
217,7,Vietnam,Ebisuzaki,0.267463287,Temperature,0.40969741
218,8,Vietnam,Ebisuzaki,0.032187379,Temperature,0.40969741
219,9,Vietnam,Ebisuzaki,0.290685951,Temperature,0.40969741
220,10,Vietnam,Ebisuzaki,0.303048951,Temperature,0.40969741
221,11,Vietnam,Ebisuzaki,0.086671345,Temperature,0.40969741
222,12,Vietnam,Ebisuzaki,-0.049693978,Temperature,0.40969741
223,13,Vietnam,Ebisuzaki,0.440257634,Temperature,0.40969741
224,14,Vietnam,Ebisuzaki,0.079261137,Temperature,0.40969741
225,15,Vietnam,Ebisuzaki,0.017813497,Temperature,0.40969741
226,16,Vietnam,Ebisuzaki,0.265520991,Temperature,0.40969741
227,17,Vietnam,Ebisuzaki,0.366381357,Temperature,0.40969741
228,18,Vietnam,Ebisuzaki,0.066057726,Temperature,0.40969741
229,19,Vietnam,Ebisuzaki,0.542453601,Temperature,0.40969741
230,20,Vietnam,Ebisuzaki,0.392461743,Temperature,0.40969741
231,21,Vietnam,Ebisuzaki,-0.032091146,Temperature,0.40969741
232,22,Vietnam,Ebisuzaki,0.246957031,Temperature,0.40969741
233,23,Vietnam,Ebisuzaki,0.001245331,Temperature,0.40969741
234,24,Vietnam,Ebisuzaki,0.28121521,Temperature,0.40969741
235,25,Vietnam,Ebisuzaki,0.341517459,Temperature,0.40969741
236,26,Vietnam,Ebisuzaki,0.142476889,Temperature,0.40969741
237,27,Vietnam,Ebisuzaki,-0.003648578,Temperature,0.40969741
238,28,Vietnam,Ebisuzaki,0.085514405,Temperature,0.40969741
239,29,Vietnam,Ebisuzaki,-0.07989904,Temperature,0.40969741
240,30,Vietnam,Ebisuzaki,0.126708217,Temperature,0.40969741
241,31,Vietnam,Ebisuzaki,0.083723895,Temperature,0.40969741
242,32,Vietnam,Ebisuzaki,-0.026890287,Temperature,0.40969741
243,33,Vietnam,Ebisuzaki,-0.021616454,Temperature,0.40969741
244,34,Vietnam,Ebisuzaki,0.326725043,Temperature,0.40969741
245,35,Vietnam,Ebisuzaki,0.201684078,Temperature,0.40969741
246,36,Vietnam,Ebisuzaki,0.388847483,Temperature,0.40969741
247,37,Vietnam,Ebisuzaki,0.246421292,Temperature,0.40969741
248,38,Vietnam,Ebisuzaki,0.029193829,Temperature,0.40969741
249,39,Vietnam,Ebisuzaki,0.278398471,Temperature,0.40969741
250,40,Vietnam,Ebisuzaki,0.133996113,Temperature,0.40969741
251,41,Vietnam,Ebisuzaki,0.395471538,Temperature,0.40969741
252,42,Vietnam,Ebisuzaki,0.236438726,Temperature,0.40969741
253,43,Vietnam,Ebisuzaki,0.341850373,Temperature,0.40969741
254,44,Vietnam,Ebisuzaki,0.273347831,Temperature,0.40969741
255,45,Vietnam,Ebisuzaki,0.151882173,Temperature,0.40969741
256,46,Vietnam,Ebisuzaki,-0.01455958,Temperature,0.40969741
257,47,Vietnam,Ebisuzaki,0.217345441,Temperature,0.40969741
258,48,Vietnam,Ebisuzaki,0.070155386,Temperature,0.40969741
259,49,Vietnam,Ebisuzaki,0.216499572,Temperature,0.40969741
260,50,Vietnam,Ebisuzaki,-0.030595572,Temperature,0.40969741
261,51,Vietnam,Ebisuzaki,0.555082436,Temperature,0.40969741
262,52,Vietnam,Ebisuzaki,0.237291169,Temperature,0.40969741
263,53,Vietnam,Ebisuzaki,0.206616759,Temperature,0.40969741
264,54,Vietnam,Ebisuzaki,0.522733586,Temperature,0.40969741
265,55,Vietnam,Ebisuzaki,0.335968541,Temperature,0.40969741
266,56,Vietnam,Ebisuzaki,0.346022052,Temperature,0.40969741
267,57,Vietnam,Ebisuzaki,0.259060721,Temperature,0.40969741
268,58,Vietnam,Ebisuzaki,0.145663938,Temperature,0.40969741
269,59,Vietnam,Ebisuzaki,0.336740901,Temperature,0.40969741
270,60,Vietnam,Ebisuzaki,0.191571994,Temperature,0.40969741
271,61,Vietnam,Ebisuzaki,0.358317081,Temperature,0.40969741
272,62,Vietnam,Ebisuzaki,-0.044179392,Temperature,0.40969741
273,63,Vietnam,Ebisuzaki,0.450253446,Temperature,0.40969741
274,64,Vietnam,Ebisuzaki,0.079237306,Temperature,0.40969741
275,65,Vietnam,Ebisuzaki,0.329784733,Temperature,0.40969741
276,66,Vietnam,Ebisuzaki,0.145511017,Temperature,0.40969741
277,67,Vietnam,Ebisuzaki,-0.028250346,Temperature,0.40969741
278,68,Vietnam,Ebisuzaki,0.057487378,Temperature,0.40969741
279,69,Vietnam,Ebisuzaki,0.114242479,Temperature,0.40969741
280,70,Vietnam,Ebisuzaki,0.246654313,Temperature,0.40969741
281,1,Laos,Seasonal,0.536663178,Temperature,0.65080788
282,2,Laos,Seasonal,0.538578274,Temperature,0.65080788
283,3,Laos,Seasonal,0.573208509,Temperature,0.65080788
284,4,Laos,Seasonal,0.537776817,Temperature,0.65080788
285,5,Laos,Seasonal,0.460557807,Temperature,0.65080788
286,6,Laos,Seasonal,0.373104002,Temperature,0.65080788
287,7,Laos,Seasonal,0.446064203,Temperature,0.65080788
288,8,Laos,Seasonal,0.436557319,Temperature,0.65080788
289,9,Laos,Seasonal,0.473001893,Temperature,0.65080788
290,10,Laos,Seasonal,0.472408804,Temperature,0.65080788
291,11,Laos,Seasonal,0.406445069,Temperature,0.65080788
292,12,Laos,Seasonal,0.463785512,Temperature,0.65080788
293,13,Laos,Seasonal,0.503015496,Temperature,0.65080788
294,14,Laos,Seasonal,0.321886834,Temperature,0.65080788
295,15,Laos,Seasonal,0.406220845,Temperature,0.65080788
296,16,Laos,Seasonal,0.519416913,Temperature,0.65080788
297,17,Laos,Seasonal,0.599198501,Temperature,0.65080788
298,18,Laos,Seasonal,0.55190545,Temperature,0.65080788
299,19,Laos,Seasonal,0.481945836,Temperature,0.65080788
300,20,Laos,Seasonal,0.494698106,Temperature,0.65080788
301,21,Laos,Seasonal,0.549461651,Temperature,0.65080788
302,22,Laos,Seasonal,0.490907829,Temperature,0.65080788
303,23,Laos,Seasonal,0.534967739,Temperature,0.65080788
304,24,Laos,Seasonal,0.538909146,Temperature,0.65080788
305,25,Laos,Seasonal,0.584554401,Temperature,0.65080788
306,26,Laos,Seasonal,0.486846221,Temperature,0.65080788
307,27,Laos,Seasonal,0.462094801,Temperature,0.65080788
308,28,Laos,Seasonal,0.481485441,Temperature,0.65080788
309,29,Laos,Seasonal,0.467272529,Temperature,0.65080788
310,30,Laos,Seasonal,0.596259072,Temperature,0.65080788
311,31,Laos,Seasonal,0.47246256,Temperature,0.65080788
312,32,Laos,Seasonal,0.472898354,Temperature,0.65080788
313,33,Laos,Seasonal,0.591750564,Temperature,0.65080788
314,34,Laos,Seasonal,0.57710877,Temperature,0.65080788
315,35,Laos,Seasonal,0.583111645,Temperature,0.65080788
316,36,Laos,Seasonal,0.482412608,Temperature,0.65080788
317,37,Laos,Seasonal,0.502923004,Temperature,0.65080788
318,38,Laos,Seasonal,0.435465849,Temperature,0.65080788
319,39,Laos,Seasonal,0.450952325,Temperature,0.65080788
320,40,Laos,Seasonal,0.553373373,Temperature,0.65080788
321,41,Laos,Seasonal,0.572883233,Temperature,0.65080788
322,42,Laos,Seasonal,0.493502089,Temperature,0.65080788
323,43,Laos,Seasonal,0.478392176,Temperature,0.65080788
324,44,Laos,Seasonal,0.581371779,Temperature,0.65080788
325,45,Laos,Seasonal,0.579747083,Temperature,0.65080788
326,46,Laos,Seasonal,0.437207838,Temperature,0.65080788
327,47,Laos,Seasonal,0.60231435,Temperature,0.65080788
328,48,Laos,Seasonal,0.538442137,Temperature,0.65080788
329,49,Laos,Seasonal,0.442067281,Temperature,0.65080788
330,50,Laos,Seasonal,0.483732691,Temperature,0.65080788
331,51,Laos,Seasonal,0.615226496,Temperature,0.65080788
332,52,Laos,Seasonal,0.514714806,Temperature,0.65080788
333,53,Laos,Seasonal,0.515265927,Temperature,0.65080788
334,54,Laos,Seasonal,0.558204516,Temperature,0.65080788
335,55,Laos,Seasonal,0.560582996,Temperature,0.65080788
336,56,Laos,Seasonal,0.512820358,Temperature,0.65080788
337,57,Laos,Seasonal,0.539441933,Temperature,0.65080788
338,58,Laos,Seasonal,0.487539181,Temperature,0.65080788
339,59,Laos,Seasonal,0.536129182,Temperature,0.65080788
340,60,Laos,Seasonal,0.508603656,Temperature,0.65080788
341,61,Laos,Seasonal,0.404367436,Temperature,0.65080788
342,62,Laos,Seasonal,0.480304972,Temperature,0.65080788
343,63,Laos,Seasonal,0.46473461,Temperature,0.65080788
344,64,Laos,Seasonal,0.431109172,Temperature,0.65080788
345,65,Laos,Seasonal,0.579320661,Temperature,0.65080788
346,66,Laos,Seasonal,0.582259957,Temperature,0.65080788
347,67,Laos,Seasonal,0.617364984,Temperature,0.65080788
348,68,Laos,Seasonal,0.544108478,Temperature,0.65080788
349,69,Laos,Seasonal,0.542227933,Temperature,0.65080788
350,70,Laos,Seasonal,0.472016926,Temperature,0.65080788
351,1,Laos,Ebisuzaki,-0.10046071,Temperature,0.65080788
352,2,Laos,Ebisuzaki,0.315727964,Temperature,0.65080788
353,3,Laos,Ebisuzaki,0.489611605,Temperature,0.65080788
354,4,Laos,Ebisuzaki,0.256540226,Temperature,0.65080788
355,5,Laos,Ebisuzaki,0.062529215,Temperature,0.65080788
356,6,Laos,Ebisuzaki,0.016590111,Temperature,0.65080788
357,7,Laos,Ebisuzaki,0.007019395,Temperature,0.65080788
358,8,Laos,Ebisuzaki,0.164144288,Temperature,0.65080788
359,9,Laos,Ebisuzaki,0.149704554,Temperature,0.65080788
360,10,Laos,Ebisuzaki,0.00517146,Temperature,0.65080788
361,11,Laos,Ebisuzaki,0.243833556,Temperature,0.65080788
362,12,Laos,Ebisuzaki,0.46478268,Temperature,0.65080788
363,13,Laos,Ebisuzaki,0.200575489,Temperature,0.65080788
364,14,Laos,Ebisuzaki,0.392362971,Temperature,0.65080788
365,15,Laos,Ebisuzaki,-0.002942843,Temperature,0.65080788
366,16,Laos,Ebisuzaki,0.198834109,Temperature,0.65080788
367,17,Laos,Ebisuzaki,0.439871555,Temperature,0.65080788
368,18,Laos,Ebisuzaki,0.324910232,Temperature,0.65080788
369,19,Laos,Ebisuzaki,0.177216843,Temperature,0.65080788
370,20,Laos,Ebisuzaki,0.239653825,Temperature,0.65080788
371,21,Laos,Ebisuzaki,0.362762692,Temperature,0.65080788
372,22,Laos,Ebisuzaki,-0.068075795,Temperature,0.65080788
373,23,Laos,Ebisuzaki,0.123393454,Temperature,0.65080788
374,24,Laos,Ebisuzaki,0.295206033,Temperature,0.65080788
375,25,Laos,Ebisuzaki,0.427322785,Temperature,0.65080788
376,26,Laos,Ebisuzaki,0.031583616,Temperature,0.65080788
377,27,Laos,Ebisuzaki,-0.067025033,Temperature,0.65080788
378,28,Laos,Ebisuzaki,-0.006905952,Temperature,0.65080788
379,29,Laos,Ebisuzaki,0.106016134,Temperature,0.65080788
380,30,Laos,Ebisuzaki,0.578703383,Temperature,0.65080788
381,31,Laos,Ebisuzaki,0.202071164,Temperature,0.65080788
382,32,Laos,Ebisuzaki,-0.056297548,Temperature,0.65080788
383,33,Laos,Ebisuzaki,0.165861843,Temperature,0.65080788
384,34,Laos,Ebisuzaki,-0.084987808,Temperature,0.65080788
385,35,Laos,Ebisuzaki,-0.072209916,Temperature,0.65080788
386,36,Laos,Ebisuzaki,0.314833257,Temperature,0.65080788
387,37,Laos,Ebisuzaki,0.217012254,Temperature,0.65080788
388,38,Laos,Ebisuzaki,0.134890184,Temperature,0.65080788
389,39,Laos,Ebisuzaki,0.050206751,Temperature,0.65080788
390,40,Laos,Ebisuzaki,0.255570347,Temperature,0.65080788
391,41,Laos,Ebisuzaki,0.115408574,Temperature,0.65080788
392,42,Laos,Ebisuzaki,0.336413859,Temperature,0.65080788
393,43,Laos,Ebisuzaki,-0.186175918,Temperature,0.65080788
394,44,Laos,Ebisuzaki,0.213185193,Temperature,0.65080788
395,45,Laos,Ebisuzaki,0.064993194,Temperature,0.65080788
396,46,Laos,Ebisuzaki,0.088849556,Temperature,0.65080788
397,47,Laos,Ebisuzaki,0.156969071,Temperature,0.65080788
398,48,Laos,Ebisuzaki,0.208928675,Temperature,0.65080788
399,49,Laos,Ebisuzaki,0.290949883,Temperature,0.65080788
400,50,Laos,Ebisuzaki,0.426040539,Temperature,0.65080788
401,51,Laos,Ebisuzaki,-0.010106273,Temperature,0.65080788
402,52,Laos,Ebisuzaki,0.121532397,Temperature,0.65080788
403,53,Laos,Ebisuzaki,0.663740746,Temperature,0.65080788
404,54,Laos,Ebisuzaki,0.024570744,Temperature,0.65080788
405,55,Laos,Ebisuzaki,0.244144899,Temperature,0.65080788
406,56,Laos,Ebisuzaki,0.544830661,Temperature,0.65080788
407,57,Laos,Ebisuzaki,0.611607073,Temperature,0.65080788
408,58,Laos,Ebisuzaki,0.503407618,Temperature,0.65080788
409,59,Laos,Ebisuzaki,-0.056098545,Temperature,0.65080788
410,60,Laos,Ebisuzaki,0.202900322,Temperature,0.65080788
411,61,Laos,Ebisuzaki,0.368046984,Temperature,0.65080788
412,62,Laos,Ebisuzaki,0.30222845,Temperature,0.65080788
413,63,Laos,Ebisuzaki,0.165173145,Temperature,0.65080788
414,64,Laos,Ebisuzaki,-0.033328857,Temperature,0.65080788
415,65,Laos,Ebisuzaki,-0.04248912,Temperature,0.65080788
416,66,Laos,Ebisuzaki,0.133751007,Temperature,0.65080788
