date,Year,Month,Cases,Hemisphere,model,country,facet
2018/5/1,2018,5,-0.469216795,N,obs,Laos,N-obs
2018/6/1,2018,6,-0.334293043,N,obs,Laos,N-obs
2018/7/1,2018,7,0.598116198,N,obs,Laos,N-obs
2018/8/1,2018,8,-0.109802887,N,obs,Laos,N-obs
2018/9/1,2018,9,-0.174681117,N,obs,Laos,N-obs
2018/10/1,2018,10,-0.213148739,N,obs,Laos,N-obs
2018/11/1,2018,11,-0.25448708,N,obs,Laos,N-obs
2018/12/1,2018,12,-0.402041991,N,obs,Laos,N-obs
2019/1/1,2019,1,-0.218316032,N,obs,Laos,N-obs
2019/2/1,2019,2,-0.282620118,N,obs,Laos,N-obs
2019/3/1,2019,3,-0.264247522,N,obs,Laos,N-obs
2019/4/1,2019,4,0.021101858,N,obs,Laos,N-obs
2019/5/1,2019,5,2.70522329,N,obs,Laos,N-obs
2019/6/1,2019,6,3.840879373,N,obs,Laos,N-obs
2019/7/1,2019,7,4.694056795,N,obs,Laos,N-obs
2019/8/1,2019,8,2.858519637,N,obs,Laos,N-obs
2019/9/1,2019,9,1.229100038,N,obs,Laos,N-obs
2019/10/1,2019,10,1.93644498,N,obs,Laos,N-obs
2019/11/1,2019,11,-0.125878909,N,obs,Laos,N-obs
2019/12/1,2019,12,-0.51916729,N,obs,Laos,N-obs
2014/4/1,2014,4,-0.98508302,N,obs,Malaysia,N-obs
2014/5/1,2014,5,-0.467804669,N,obs,Malaysia,N-obs
2014/6/1,2014,6,0.214720281,N,obs,Malaysia,N-obs
2014/7/1,2014,7,1.171950048,N,obs,Malaysia,N-obs
2014/8/1,2014,8,1.588597456,N,obs,Malaysia,N-obs
2014/9/1,2014,9,0.438226899,N,obs,Malaysia,N-obs
2014/10/1,2014,10,0.410332708,N,obs,Malaysia,N-obs
2014/11/1,2014,11,0.654671697,N,obs,Malaysia,N-obs
2014/12/1,2014,12,1.414523581,N,obs,Malaysia,N-obs
2015/1/1,2015,1,2.075156888,N,obs,Malaysia,N-obs
2015/2/1,2015,2,1.302593727,N,obs,Malaysia,N-obs
2015/3/1,2015,3,0.118326431,N,obs,Malaysia,N-obs
2015/4/1,2015,4,-0.529242507,N,obs,Malaysia,N-obs
2015/5/1,2015,5,0.331240319,N,obs,Malaysia,N-obs
2015/6/1,2015,6,1.258457349,N,obs,Malaysia,N-obs
2015/7/1,2015,7,1.511270522,N,obs,Malaysia,N-obs
2015/8/1,2015,8,1.080499472,N,obs,Malaysia,N-obs
2015/9/1,2015,9,0.60382659,N,obs,Malaysia,N-obs
2015/10/1,2015,10,0.699867348,N,obs,Malaysia,N-obs
2015/11/1,2015,11,0.506020376,N,obs,Malaysia,N-obs
2015/12/1,2015,12,0.324531589,N,obs,Malaysia,N-obs
2016/1/1,2016,1,2.464263197,N,obs,Malaysia,N-obs
2016/2/1,2016,2,1.263753714,N,obs,Malaysia,N-obs
2016/3/1,2016,3,0.687509162,N,obs,Malaysia,N-obs
2016/4/1,2016,4,-0.348459903,N,obs,Malaysia,N-obs
2016/5/1,2016,5,-0.714968386,N,obs,Malaysia,N-obs
2016/6/1,2016,6,-0.048685623,N,obs,Malaysia,N-obs
2016/7/1,2016,7,0.422690894,N,obs,Malaysia,N-obs
2016/8/1,2016,8,0.599942588,N,obs,Malaysia,N-obs
2016/9/1,2016,9,-0.146138746,N,obs,Malaysia,N-obs
2016/10/1,2016,10,-0.484753038,N,obs,Malaysia,N-obs
2016/11/1,2016,11,-0.741097122,N,obs,Malaysia,N-obs
2016/12/1,2016,12,-0.38871228,N,obs,Malaysia,N-obs
2017/1/1,2017,1,0.132450072,N,obs,Malaysia,N-obs
2017/2/1,2017,2,-0.170148936,N,obs,Malaysia,N-obs
2017/3/1,2017,3,0.150457714,N,obs,Malaysia,N-obs
2017/4/1,2017,4,0.153635534,N,obs,Malaysia,N-obs
2017/5/1,2017,5,0.484128732,N,obs,Malaysia,N-obs
2017/6/1,2017,6,0.389853429,N,obs,Malaysia,N-obs
2017/7/1,2017,7,0.360546874,N,obs,Malaysia,N-obs
2017/8/1,2017,8,-0.220640952,N,obs,Malaysia,N-obs
2017/9/1,2017,9,-0.914111724,N,obs,Malaysia,N-obs
2017/10/1,2017,10,-0.982611383,N,obs,Malaysia,N-obs
2017/11/1,2017,11,-1.249901288,N,obs,Malaysia,N-obs
2017/12/1,2017,12,-1.159156895,N,obs,Malaysia,N-obs
2018/1/1,2018,1,-0.996381933,N,obs,Malaysia,N-obs
2018/2/1,2018,2,-1.026747761,N,obs,Malaysia,N-obs
2018/3/1,2018,3,-0.981199018,N,obs,Malaysia,N-obs
2018/4/1,2018,4,-0.980139745,N,obs,Malaysia,N-obs
2018/5/1,2018,5,-0.784174227,N,obs,Malaysia,N-obs
2018/6/1,2018,6,-1.67113888,N,obs,Malaysia,N-obs
2018/7/1,2018,7,-1.407026794,N,obs,Malaysia,N-obs
2018/8/1,2018,8,-1.217770005,N,obs,Malaysia,N-obs
2018/9/1,2018,9,-0.800769505,N,obs,Malaysia,N-obs
2018/10/1,2018,10,-2.230788153,N,obs,Malaysia,N-obs
2018/11/1,2018,11,-0.011257975,N,obs,Malaysia,N-obs
2018/12/1,2018,12,0.370080332,N,obs,Malaysia,N-obs
2019/1/1,2019,1,-1.820143292,N,obs,Malaysia,N-obs
2019/2/1,2019,2,1.178658777,N,obs,Malaysia,N-obs
2019/3/1,2019,3,1.194900964,N,obs,Malaysia,N-obs
2019/4/1,2019,4,0.329474864,N,obs,Malaysia,N-obs
2019/5/1,2019,5,0.753537184,N,obs,Malaysia,N-obs
2019/6/1,2019,6,-1.36430278,N,obs,Malaysia,N-obs
2019/7/1,2019,7,-0.428258474,N,obs,Malaysia,N-obs
2019/8/1,2019,8,-0.397539555,N,obs,Malaysia,N-obs
2019/9/1,2019,9,0.662086609,N,obs,Malaysia,N-obs
2019/10/1,2019,10,-1.963498248,N,obs,Malaysia,N-obs
2019/11/1,2019,11,1.121458031,N,obs,Malaysia,N-obs
2019/12/1,2019,12,-0.791589138,N,obs,Malaysia,N-obs
2014/4/1,2014,4,-0.620251198,N,obs,Mexico,N-obs
2014/5/1,2014,5,-0.501660668,N,obs,Mexico,N-obs
2014/6/1,2014,6,-0.306390826,N,obs,Mexico,N-obs
2014/7/1,2014,7,-0.09333605,N,obs,Mexico,N-obs
2014/8/1,2014,8,-0.119649007,N,obs,Mexico,N-obs
2014/9/1,2014,9,0.21994121,N,obs,Mexico,N-obs
2014/10/1,2014,10,0.890302065,N,obs,Mexico,N-obs
2014/11/1,2014,11,0.391230545,N,obs,Mexico,N-obs
2014/12/1,2014,12,-0.44692097,N,obs,Mexico,N-obs
2015/1/1,2015,1,-0.53314875,N,obs,Mexico,N-obs
2015/2/1,2015,2,-0.666462874,N,obs,Mexico,N-obs
2015/3/1,2015,3,-0.572800408,N,obs,Mexico,N-obs
2015/4/1,2015,4,-0.347573156,N,obs,Mexico,N-obs
2015/5/1,2015,5,-0.11943034,N,obs,Mexico,N-obs
2015/6/1,2015,6,0.392834104,N,obs,Mexico,N-obs
2015/7/1,2015,7,1.178286815,N,obs,Mexico,N-obs
2015/8/1,2015,8,1.752434086,N,obs,Mexico,N-obs
2015/9/1,2015,9,1.60024169,N,obs,Mexico,N-obs
2015/10/1,2015,10,1.672766324,N,obs,Mexico,N-obs
2015/11/1,2015,11,0.747949695,N,obs,Mexico,N-obs
2015/12/1,2015,12,-0.448670308,N,obs,Mexico,N-obs
2016/1/1,2016,1,-0.558149704,N,obs,Mexico,N-obs
2016/2/1,2016,2,-0.366742983,N,obs,Mexico,N-obs
2016/3/1,2016,3,-0.505888234,N,obs,Mexico,N-obs
2016/4/1,2016,4,-0.611212953,N,obs,Mexico,N-obs
2016/5/1,2016,5,-0.591897347,N,obs,Mexico,N-obs
2016/6/1,2016,6,-0.450346756,N,obs,Mexico,N-obs
2016/7/1,2016,7,-0.24756934,N,obs,Mexico,N-obs
2016/8/1,2016,8,0.5276789,N,obs,Mexico,N-obs
2016/9/1,2016,9,0.715368277,N,obs,Mexico,N-obs
2016/10/1,2016,10,0.753780821,N,obs,Mexico,N-obs
2016/11/1,2016,11,0.102954239,N,obs,Mexico,N-obs
2016/12/1,2016,12,-0.636505463,N,obs,Mexico,N-obs
2017/1/1,2017,1,-0.786365408,N,obs,Mexico,N-obs
2017/2/1,2017,2,-0.791540533,N,obs,Mexico,N-obs
2017/3/1,2017,3,-0.74511019,N,obs,Mexico,N-obs
2017/4/1,2017,4,-0.769455142,N,obs,Mexico,N-obs
2017/5/1,2017,5,-0.7190159,N,obs,Mexico,N-obs
2017/6/1,2017,6,-0.549257236,N,obs,Mexico,N-obs
2017/7/1,2017,7,-0.478846386,N,obs,Mexico,N-obs
2017/8/1,2017,8,-0.301142813,N,obs,Mexico,N-obs
2017/9/1,2017,9,0.25631286,N,obs,Mexico,N-obs
2017/10/1,2017,10,0.592695958,N,obs,Mexico,N-obs
2017/11/1,2017,11,0.209153626,N,obs,Mexico,N-obs
2017/12/1,2017,12,-0.675428231,N,obs,Mexico,N-obs
2018/1/1,2018,1,-0.860785158,N,obs,Mexico,N-obs
2018/2/1,2018,2,-0.834180644,N,obs,Mexico,N-obs
2018/3/1,2018,3,-0.810273026,N,obs,Mexico,N-obs
2018/4/1,2018,4,-0.788114746,N,obs,Mexico,N-obs
2018/5/1,2018,5,-0.743433741,N,obs,Mexico,N-obs
2018/6/1,2018,6,-0.610046727,N,obs,Mexico,N-obs
2018/7/1,2018,7,-0.550642128,N,obs,Mexico,N-obs
2018/8/1,2018,8,-0.527900736,N,obs,Mexico,N-obs
2018/9/1,2018,9,0.1732922,N,obs,Mexico,N-obs
2018/10/1,2018,10,0.533582915,N,obs,Mexico,N-obs
2018/11/1,2018,11,-0.0015687,N,obs,Mexico,N-obs
2018/12/1,2018,12,-0.589346229,N,obs,Mexico,N-obs
2019/1/1,2019,1,-0.728054146,N,obs,Mexico,N-obs
2019/2/1,2019,2,-0.718651454,N,obs,Mexico,N-obs
2019/3/1,2019,3,-0.681623803,N,obs,Mexico,N-obs
2019/4/1,2019,4,-0.751961763,N,obs,Mexico,N-obs
2019/5/1,2019,5,-0.554213693,N,obs,Mexico,N-obs
2019/6/1,2019,6,-0.287439666,N,obs,Mexico,N-obs
2019/7/1,2019,7,0.123071625,N,obs,Mexico,N-obs
2019/8/1,2019,8,1.384271351,N,obs,Mexico,N-obs
2019/9/1,2019,9,3.420500649,N,obs,Mexico,N-obs
2019/10/1,2019,10,4.550572923,N,obs,Mexico,N-obs
2019/11/1,2019,11,2.106019006,N,obs,Mexico,N-obs
2019/12/1,2019,12,0.30376365,N,obs,Mexico,N-obs
2014/4/1,2014,4,-0.839262218,N,obs,Nicaragua,N-obs
2014/5/1,2014,5,-0.781607954,N,obs,Nicaragua,N-obs
2014/6/1,2014,6,-0.642844279,N,obs,Nicaragua,N-obs
2014/7/1,2014,7,-0.421457957,N,obs,Nicaragua,N-obs
2014/8/1,2014,8,-0.441583986,N,obs,Nicaragua,N-obs
2014/9/1,2014,9,-0.539036338,N,obs,Nicaragua,N-obs
2014/10/1,2014,10,-0.38771281,N,obs,Nicaragua,N-obs
2014/11/1,2014,11,-0.474269868,N,obs,Nicaragua,N-obs
2014/12/1,2014,12,-0.40314781,N,obs,Nicaragua,N-obs
2015/1/1,2015,1,-0.482743986,N,obs,Nicaragua,N-obs
2015/2/1,2015,2,-0.690208543,N,obs,Nicaragua,N-obs
2015/3/1,2015,3,-0.843650601,N,obs,Nicaragua,N-obs
2015/4/1,2015,4,-0.800069425,N,obs,Nicaragua,N-obs
2015/5/1,2015,5,-0.736059572,N,obs,Nicaragua,N-obs
2015/6/1,2015,6,-0.605013397,N,obs,Nicaragua,N-obs
2015/7/1,2015,7,-0.311597076,N,obs,Nicaragua,N-obs
2015/8/1,2015,8,-0.043905754,N,obs,Nicaragua,N-obs
2015/9/1,2015,9,-0.397851487,N,obs,Nicaragua,N-obs
2015/10/1,2015,10,0.022676598,N,obs,Nicaragua,N-obs
2015/11/1,2015,11,0.141314244,N,obs,Nicaragua,N-obs
2015/12/1,2015,12,-0.40012134,N,obs,Nicaragua,N-obs
2016/1/1,2016,1,-0.309781193,N,obs,Nicaragua,N-obs
2016/2/1,2016,2,-0.533134721,N,obs,Nicaragua,N-obs
2016/3/1,2016,3,-0.617119279,N,obs,Nicaragua,N-obs
2016/4/1,2016,4,-0.308570605,N,obs,Nicaragua,N-obs
2016/5/1,2016,5,-0.054952372,N,obs,Nicaragua,N-obs
2016/6/1,2016,6,0.833770709,N,obs,Nicaragua,N-obs
2016/7/1,2016,7,1.589177762,N,obs,Nicaragua,N-obs
2016/8/1,2016,8,0.751148063,N,obs,Nicaragua,N-obs
2016/9/1,2016,9,-0.001232519,N,obs,Nicaragua,N-obs
2016/10/1,2016,10,-0.066301636,N,obs,Nicaragua,N-obs
2016/11/1,2016,11,-0.132430018,N,obs,Nicaragua,N-obs
2016/12/1,2016,12,-0.375606928,N,obs,Nicaragua,N-obs
2017/1/1,2017,1,-0.32809134,N,obs,Nicaragua,N-obs
2017/2/1,2017,2,-0.342921046,N,obs,Nicaragua,N-obs
2017/3/1,2017,3,-0.245014723,N,obs,Nicaragua,N-obs
2017/4/1,2017,4,-0.309478546,N,obs,Nicaragua,N-obs
2017/5/1,2017,5,-0.110336783,N,obs,Nicaragua,N-obs
2017/6/1,2017,6,0.12270145,N,obs,Nicaragua,N-obs
2017/7/1,2017,7,0.179901744,N,obs,Nicaragua,N-obs
2017/8/1,2017,8,-0.006377519,N,obs,Nicaragua,N-obs
2017/9/1,2017,9,-0.368646046,N,obs,Nicaragua,N-obs
2017/10/1,2017,10,-0.286780017,N,obs,Nicaragua,N-obs
2017/11/1,2017,11,-0.354572958,N,obs,Nicaragua,N-obs
2017/12/1,2017,12,-0.656917367,N,obs,Nicaragua,N-obs
2018/1/1,2018,1,-0.541154868,N,obs,Nicaragua,N-obs
2018/2/1,2018,2,-0.468822221,N,obs,Nicaragua,N-obs
2018/3/1,2018,3,-0.508015015,N,obs,Nicaragua,N-obs
2018/4/1,2018,4,-0.543878691,N,obs,Nicaragua,N-obs
2018/5/1,2018,5,-0.606375308,N,obs,Nicaragua,N-obs
2018/6/1,2018,6,-0.646173396,N,obs,Nicaragua,N-obs
2018/7/1,2018,7,-0.460802074,N,obs,Nicaragua,N-obs
2018/8/1,2018,8,-0.403450457,N,obs,Nicaragua,N-obs
2018/9/1,2018,9,0.422624683,N,obs,Nicaragua,N-obs
2018/10/1,2018,10,0.334251743,N,obs,Nicaragua,N-obs
2018/11/1,2018,11,-0.122291342,N,obs,Nicaragua,N-obs
2018/12/1,2018,12,-0.081131342,N,obs,Nicaragua,N-obs
2019/1/1,2019,1,0.033723216,N,obs,Nicaragua,N-obs
2019/2/1,2019,2,-0.151496783,N,obs,Nicaragua,N-obs
2019/3/1,2019,3,-0.272101635,N,obs,Nicaragua,N-obs
2019/4/1,2019,4,-0.596387956,N,obs,Nicaragua,N-obs
2019/5/1,2019,5,-0.138785606,N,obs,Nicaragua,N-obs
2019/6/1,2019,6,0.872509533,N,obs,Nicaragua,N-obs
2019/7/1,2019,7,1.880172907,N,obs,Nicaragua,N-obs
2019/8/1,2019,8,4.185132889,N,obs,Nicaragua,N-obs
2019/9/1,2019,9,3.824982892,N,obs,Nicaragua,N-obs
2019/10/1,2019,10,3.438199954,N,obs,Nicaragua,N-obs
2019/11/1,2019,11,2.018028641,N,obs,Nicaragua,N-obs
2019/12/1,2019,12,0.540959682,N,obs,Nicaragua,N-obs
2014/4/1,2014,4,0.083096644,N,obs,Panama,N-obs
2014/5/1,2014,5,-0.359959551,N,obs,Panama,N-obs
2014/6/1,2014,6,-0.892061354,N,obs,Panama,N-obs
2014/7/1,2014,7,-0.931154547,N,obs,Panama,N-obs
2014/8/1,2014,8,-1.020200155,N,obs,Panama,N-obs
2014/9/1,2014,9,-1.015856467,N,obs,Panama,N-obs
2014/10/1,2014,10,-0.957216676,N,obs,Panama,N-obs
2014/11/1,2014,11,-0.785640993,N,obs,Panama,N-obs
2014/12/1,2014,12,-0.199243088,N,obs,Panama,N-obs
2015/1/1,2015,1,-0.349100331,N,obs,Panama,N-obs
2015/2/1,2015,2,-0.498957573,N,obs,Panama,N-obs
2015/3/1,2015,3,-1.250415629,N,obs,Panama,N-obs
2015/4/1,2015,4,-1.120104983,N,obs,Panama,N-obs
2015/5/1,2015,5,-0.998481714,N,obs,Panama,N-obs
2015/6/1,2015,6,-0.509816794,N,obs,Panama,N-obs
2015/7/1,2015,7,-0.627096374,N,obs,Panama,N-obs
2015/8/1,2015,8,-0.57714396,N,obs,Panama,N-obs
2015/9/1,2015,9,-0.627096374,N,obs,Panama,N-obs
2015/10/1,2015,10,-0.965904053,N,obs,Panama,N-obs
2015/11/1,2015,11,-0.644471127,N,obs,Panama,N-obs
2015/12/1,2015,12,1.188565286,N,obs,Panama,N-obs
2016/1/1,2016,1,-0.540222611,N,obs,Panama,N-obs
2016/2/1,2016,2,-0.879030289,N,obs,Panama,N-obs
2016/3/1,2016,3,-0.829077875,N,obs,Panama,N-obs
2016/4/1,2016,4,-1.135307892,N,obs,Panama,N-obs
2016/5/1,2016,5,-0.56628474,N,obs,Panama,N-obs
2016/6/1,2016,6,-0.983278805,N,obs,Panama,N-obs
2016/7/1,2016,7,1.918304901,N,obs,Panama,N-obs
2016/8/1,2016,8,-0.010292652,N,obs,Panama,N-obs
2016/9/1,2016,9,0.313312117,N,obs,Panama,N-obs
2016/10/1,2016,10,0.671666392,N,obs,Panama,N-obs
2016/11/1,2016,11,1.877039863,N,obs,Panama,N-obs
2016/12/1,2016,12,2.12463009,N,obs,Panama,N-obs
2017/1/1,2017,1,1.060426485,N,obs,Panama,N-obs
2017/2/1,2017,2,-0.247023658,N,obs,Panama,N-obs
2017/3/1,2017,3,-0.57714396,N,obs,Panama,N-obs
2017/4/1,2017,4,-0.763922552,N,obs,Panama,N-obs
2017/5/1,2017,5,-0.668361412,N,obs,Panama,N-obs
2017/6/1,2017,6,-0.014636341,N,obs,Panama,N-obs
2017/7/1,2017,7,1.153815781,N,obs,Panama,N-obs
2017/8/1,2017,8,0.819351791,N,obs,Panama,N-obs
2017/9/1,2017,9,0.849757608,N,obs,Panama,N-obs
2017/10/1,2017,10,1.223314792,N,obs,Panama,N-obs
2017/11/1,2017,11,0.982240097,N,obs,Panama,N-obs
2017/12/1,2017,12,0.956177968,N,obs,Panama,N-obs
2018/1/1,2018,1,0.667322704,N,obs,Panama,N-obs
2018/2/1,2018,2,0.363264531,N,obs,Panama,N-obs
2018/3/1,2018,3,-0.383849836,N,obs,Panama,N-obs
2018/4/1,2018,4,-0.57714396,N,obs,Panama,N-obs
2018/5/1,2018,5,-0.52936339,N,obs,Panama,N-obs
2018/6/1,2018,6,-0.379506148,N,obs,Panama,N-obs
2018/7/1,2018,7,0.178657784,N,obs,Panama,N-obs
2018/8/1,2018,8,0.115674305,N,obs,Panama,N-obs
2018/9/1,2018,9,0.319827649,N,obs,Panama,N-obs
2018/10/1,2018,10,0.206891757,N,obs,Panama,N-obs
2018/11/1,2018,11,0.161283031,N,obs,Panama,N-obs
2018/12/1,2018,12,-0.064588755,N,obs,Panama,N-obs
2019/1/1,2019,1,0.04400345,N,obs,Panama,N-obs
2019/2/1,2019,2,-0.564112896,N,obs,Panama,N-obs
2019/3/1,2019,3,-0.824734187,N,obs,Panama,N-obs
2019/4/1,2019,4,-0.965904053,N,obs,Panama,N-obs
2019/5/1,2019,5,-0.826906031,N,obs,Panama,N-obs
2019/6/1,2019,6,-0.564112896,N,obs,Panama,N-obs
2019/7/1,2019,7,-0.055901378,N,obs,Panama,N-obs
2019/8/1,2019,8,0.667322704,N,obs,Panama,N-obs
2019/9/1,2019,9,1.331906996,N,obs,Panama,N-obs
2019/10/1,2019,10,2.005178665,N,obs,Panama,N-obs
2019/11/1,2019,11,2.75663672,N,obs,Panama,N-obs
2019/12/1,2019,12,3.240957953,N,obs,Panama,N-obs
2014/4/1,2014,4,-1.022041651,N,obs,Philippines,N-obs
2014/5/1,2014,5,-0.904665261,N,obs,Philippines,N-obs
2014/6/1,2014,6,-0.689402217,N,obs,Philippines,N-obs
2014/7/1,2014,7,-0.339097928,N,obs,Philippines,N-obs
2014/8/1,2014,8,-0.087118265,N,obs,Philippines,N-obs
2014/9/1,2014,9,-0.257562215,N,obs,Philippines,N-obs
2014/10/1,2014,10,-0.297198645,N,obs,Philippines,N-obs
2014/11/1,2014,11,-0.547207436,N,obs,Philippines,N-obs
2014/12/1,2014,12,-1.084744586,N,obs,Philippines,N-obs
2015/1/1,2015,1,-0.527790695,N,obs,Philippines,N-obs
2015/2/1,2015,2,-0.766923191,N,obs,Philippines,N-obs
2015/3/1,2015,3,-0.896781772,N,obs,Philippines,N-obs
2015/4/1,2015,4,-0.985033051,N,obs,Philippines,N-obs
2015/5/1,2015,5,-0.877292036,N,obs,Philippines,N-obs
2015/6/1,2015,6,-0.44859083,N,obs,Philippines,N-obs
2015/7/1,2015,7,0.419760873,N,obs,Philippines,N-obs
2015/8/1,2015,8,1.029271356,N,obs,Philippines,N-obs
2015/9/1,2015,9,1.30855125,N,obs,Philippines,N-obs
2015/10/1,2015,10,1.208547734,N,obs,Philippines,N-obs
2015/11/1,2015,11,0.373919845,N,obs,Philippines,N-obs
2015/12/1,2015,12,-0.909336958,N,obs,Philippines,N-obs
2016/1/1,2016,1,-0.012955073,N,obs,Philippines,N-obs
2016/2/1,2016,2,-0.360631532,N,obs,Philippines,N-obs
2016/3/1,2016,3,-0.561076537,N,obs,Philippines,N-obs
2016/4/1,2016,4,-0.753273076,N,obs,Philippines,N-obs
2016/5/1,2016,5,-0.781960216,N,obs,Philippines,N-obs
2016/6/1,2016,6,-0.360631532,N,obs,Philippines,N-obs
2016/7/1,2016,7,0.755977075,N,obs,Philippines,N-obs
2016/8/1,2016,8,1.659950468,N,obs,Philippines,N-obs
2016/9/1,2016,9,0.90736926,N,obs,Philippines,N-obs
2016/10/1,2016,10,0.326545916,N,obs,Philippines,N-obs
2016/11/1,2016,11,0.064784887,N,obs,Philippines,N-obs
2016/12/1,2016,12,-0.319754183,N,obs,Philippines,N-obs
2017/1/1,2017,1,-0.234860686,N,obs,Philippines,N-obs
2017/2/1,2017,2,-0.616698931,N,obs,Philippines,N-obs
2017/3/1,2017,3,-0.761886518,N,obs,Philippines,N-obs
2017/4/1,2017,4,-0.923790021,N,obs,Philippines,N-obs
2017/5/1,2017,5,-0.927877756,N,obs,Philippines,N-obs
2017/6/1,2017,6,-0.645751047,N,obs,Philippines,N-obs
2017/7/1,2017,7,-0.064781713,N,obs,Philippines,N-obs
2017/8/1,2017,8,0.536991272,N,obs,Philippines,N-obs
2017/9/1,2017,9,-0.035729597,N,obs,Philippines,N-obs
2017/10/1,2017,10,-0.243182147,N,obs,Philippines,N-obs
2017/11/1,2017,11,-0.288804189,N,obs,Philippines,N-obs
2017/12/1,2017,12,-0.732834401,N,obs,Philippines,N-obs
2018/1/1,2018,1,-0.310702769,N,obs,Philippines,N-obs
2018/2/1,2018,2,-0.600931953,N,obs,Philippines,N-obs
2018/3/1,2018,3,-0.735900203,N,obs,Philippines,N-obs
2018/4/1,2018,4,-0.876927059,N,obs,Philippines,N-obs
2018/5/1,2018,5,-0.738747018,N,obs,Philippines,N-obs
2018/6/1,2018,6,-0.296979659,N,obs,Philippines,N-obs
2018/7/1,2018,7,0.635169907,N,obs,Philippines,N-obs
2018/8/1,2018,8,1.109566151,N,obs,Philippines,N-obs
2018/9/1,2018,9,-0.253109503,N,obs,Philippines,N-obs
2018/10/1,2018,10,0.898974804,N,obs,Philippines,N-obs
2018/11/1,2018,11,0.641009529,N,obs,Philippines,N-obs
2018/12/1,2018,12,-0.456839295,N,obs,Philippines,N-obs
2019/1/1,2019,1,1.007226786,N,obs,Philippines,N-obs
2019/2/1,2019,2,0.2049358,N,obs,Philippines,N-obs
2019/3/1,2019,3,-0.3163964,N,obs,Philippines,N-obs
2019/4/1,2019,4,-0.609399404,N,obs,Philippines,N-obs
2019/5/1,2019,5,-0.324498875,N,obs,Philippines,N-obs
2019/6/1,2019,6,1.040804609,N,obs,Philippines,N-obs
2019/7/1,2019,7,4.186389672,N,obs,Philippines,N-obs
2019/8/1,2019,8,3.575273292,N,obs,Philippines,N-obs
2019/9/1,2019,9,1.610386681,N,obs,Philippines,N-obs
2019/10/1,2019,10,1.498776917,N,obs,Philippines,N-obs
2019/11/1,2019,11,0.689770367,N,obs,Philippines,N-obs
2019/12/1,2019,12,-0.902256417,N,obs,Philippines,N-obs
2014/4/1,2014,4,0.271200488,N,obs,Singapore,N-obs
2014/5/1,2014,5,0.98193913,N,obs,Singapore,N-obs
2014/6/1,2014,6,2.296453767,N,obs,Singapore,N-obs
2014/7/1,2014,7,3.174673396,N,obs,Singapore,N-obs
2014/8/1,2014,8,1.504085736,N,obs,Singapore,N-obs
2014/9/1,2014,9,0.942531839,N,obs,Singapore,N-obs
2014/10/1,2014,10,0.340163247,N,obs,Singapore,N-obs
2014/11/1,2014,11,-0.243909103,N,obs,Singapore,N-obs
2014/12/1,2014,12,0.026312322,N,obs,Singapore,N-obs
2015/1/1,2015,1,0.237422809,N,obs,Singapore,N-obs
2015/2/1,2015,2,-0.348056943,N,obs,Singapore,N-obs
2015/3/1,2015,3,-0.554945221,N,obs,Singapore,N-obs
2015/4/1,2015,4,-0.46768622,N,obs,Singapore,N-obs
2015/5/1,2015,5,-0.267834958,N,obs,Singapore,N-obs
2015/6/1,2015,6,0.148756405,N,obs,Singapore,N-obs
2015/7/1,2015,7,0.395051974,N,obs,Singapore,N-obs
2015/8/1,2015,8,0.238830213,N,obs,Singapore,N-obs
2015/9/1,2015,9,0.279644907,N,obs,Singapore,N-obs
2015/10/1,2015,10,0.283867117,N,obs,Singapore,N-obs
2015/11/1,2015,11,0.361274296,N,obs,Singapore,N-obs
2015/12/1,2015,12,0.706088092,N,obs,Singapore,N-obs
2016/1/1,2016,1,2.437194092,N,obs,Singapore,N-obs
2016/2/1,2016,2,1.56178927,N,obs,Singapore,N-obs
2016/3/1,2016,3,0.925643,N,obs,Singapore,N-obs
2016/4/1,2016,4,0.109349114,N,obs,Singapore,N-obs
2016/5/1,2016,5,0.048830774,N,obs,Singapore,N-obs
2016/6/1,2016,6,0.067127016,N,obs,Singapore,N-obs
2016/7/1,2016,7,0.193793309,N,obs,Singapore,N-obs
2016/8/1,2016,8,0.357052086,N,obs,Singapore,N-obs
2016/9/1,2016,9,-0.273464571,N,obs,Singapore,N-obs
2016/10/1,2016,10,-0.643611626,N,obs,Singapore,N-obs
2016/11/1,2016,11,-0.767463112,N,obs,Singapore,N-obs
2016/12/1,2016,12,-0.777314935,N,obs,Singapore,N-obs
2017/1/1,2017,1,-0.74494466,N,obs,Singapore,N-obs
2017/2/1,2017,2,-0.885684986,N,obs,Singapore,N-obs
2017/3/1,2017,3,-0.98279581,N,obs,Singapore,N-obs
2017/4/1,2017,4,-0.9785736,N,obs,Singapore,N-obs
2017/5/1,2017,5,-0.894129405,N,obs,Singapore,N-obs
2017/6/1,2017,6,-0.788574161,N,obs,Singapore,N-obs
2017/7/1,2017,7,-0.854722114,N,obs,Singapore,N-obs
2017/8/1,2017,8,-0.896944212,N,obs,Singapore,N-obs
2017/9/1,2017,9,-0.933536696,N,obs,Singapore,N-obs
2017/10/1,2017,10,-0.833611065,N,obs,Singapore,N-obs
2017/11/1,2017,11,-0.968721777,N,obs,Singapore,N-obs
2017/12/1,2017,12,-0.909610841,N,obs,Singapore,N-obs
2018/1/1,2018,1,-0.86598134,N,obs,Singapore,N-obs
2018/2/1,2018,2,-0.995462439,N,obs,Singapore,N-obs
