date,Year,Month,Cases,Hemisphere,model,country,facet
2019/1/1,2019,1,-0.470032092,N,obs,Dominican Republic,N-obs
2019/2/1,2019,2,-0.358930861,N,obs,Dominican Republic,N-obs
2019/3/1,2019,3,-0.155418327,N,obs,Dominican Republic,N-obs
2019/4/1,2019,4,-0.280017838,N,obs,Dominican Republic,N-obs
2019/5/1,2019,5,0.055362512,N,obs,Dominican Republic,N-obs
2019/6/1,2019,6,0.481077507,N,obs,Dominican Republic,N-obs
2019/7/1,2019,7,2.405101621,N,obs,Dominican Republic,N-obs
2019/8/1,2019,8,3.087283942,N,obs,Dominican Republic,N-obs
2019/9/1,2019,9,2.344878524,N,obs,Dominican Republic,N-obs
2019/10/1,2019,10,1.939930113,N,obs,Dominican Republic,N-obs
2019/11/1,2019,11,1.633622983,N,obs,Dominican Republic,N-obs
2019/12/1,2019,12,1.109266708,N,obs,Dominican Republic,N-obs
2014/4/1,2014,4,0.396207315,S,obs,Ecuador,S-obs
2014/5/1,2014,5,0.432372973,S,obs,Ecuador,S-obs
2014/6/1,2014,6,0.546734647,S,obs,Ecuador,S-obs
2014/7/1,2014,7,0.453876877,S,obs,Ecuador,S-obs
2014/8/1,2014,8,-0.043156551,S,obs,Ecuador,S-obs
2014/9/1,2014,9,-0.368158744,S,obs,Ecuador,S-obs
2014/10/1,2014,10,-0.386730298,S,obs,Ecuador,S-obs
2014/11/1,2014,11,-0.459061613,S,obs,Ecuador,S-obs
2014/12/1,2014,12,-0.439512609,S,obs,Ecuador,S-obs
2015/1/1,2015,1,-0.179510855,S,obs,Ecuador,S-obs
2015/2/1,2015,2,0.048723768,S,obs,Ecuador,S-obs
2015/3/1,2015,3,1.589185289,S,obs,Ecuador,S-obs
2015/4/1,2015,4,3.742996813,S,obs,Ecuador,S-obs
2015/5/1,2015,5,5.492143952,S,obs,Ecuador,S-obs
2015/6/1,2015,6,3.151150714,S,obs,Ecuador,S-obs
2015/7/1,2015,7,1.086287159,S,obs,Ecuador,S-obs
2015/8/1,2015,8,-0.197104958,S,obs,Ecuador,S-obs
2015/9/1,2015,9,-0.37060237,S,obs,Ecuador,S-obs
2015/10/1,2015,10,-0.444888585,S,obs,Ecuador,S-obs
2015/11/1,2015,11,-0.460527788,S,obs,Ecuador,S-obs
2015/12/1,2015,12,-0.447332211,S,obs,Ecuador,S-obs
2016/1/1,2016,1,0.044325242,S,obs,Ecuador,S-obs
2016/2/1,2016,2,0.269138789,S,obs,Ecuador,S-obs
2016/3/1,2016,3,0.230040781,S,obs,Ecuador,S-obs
2016/4/1,2016,4,0.05849827,S,obs,Ecuador,S-obs
2016/5/1,2016,5,0.290153968,S,obs,Ecuador,S-obs
2016/6/1,2016,6,0.269627514,S,obs,Ecuador,S-obs
2016/7/1,2016,7,-0.034848225,S,obs,Ecuador,S-obs
2016/8/1,2016,8,-0.301203405,S,obs,Ecuador,S-obs
2016/9/1,2016,9,-0.408722928,S,obs,Ecuador,S-obs
2016/10/1,2016,10,-0.465415039,S,obs,Ecuador,S-obs
2016/11/1,2016,11,-0.49424982,S,obs,Ecuador,S-obs
2016/12/1,2016,12,-0.56511496,S,obs,Ecuador,S-obs
2017/1/1,2017,1,-0.328572011,S,obs,Ecuador,S-obs
2017/2/1,2017,2,-0.068570257,S,obs,Ecuador,S-obs
2017/3/1,2017,3,0.337560303,S,obs,Ecuador,S-obs
2017/4/1,2017,4,0.475869507,S,obs,Ecuador,S-obs
2017/5/1,2017,5,0.338537753,S,obs,Ecuador,S-obs
2017/6/1,2017,6,-0.066615356,S,obs,Ecuador,S-obs
2017/7/1,2017,7,-0.291917628,S,obs,Ecuador,S-obs
2017/8/1,2017,8,-0.458572888,S,obs,Ecuador,S-obs
2017/9/1,2017,9,-0.443911135,S,obs,Ecuador,S-obs
2017/10/1,2017,10,-0.558761534,S,obs,Ecuador,S-obs
2017/11/1,2017,11,-0.54214488,S,obs,Ecuador,S-obs
2017/12/1,2017,12,-0.56609241,S,obs,Ecuador,S-obs
2018/1/1,2018,1,-0.430715557,S,obs,Ecuador,S-obs
2018/2/1,2018,2,-0.440001334,S,obs,Ecuador,S-obs
2018/3/1,2018,3,-0.475678267,S,obs,Ecuador,S-obs
2018/4/1,2018,4,-0.501091972,S,obs,Ecuador,S-obs
2018/5/1,2018,5,-0.517708625,S,obs,Ecuador,S-obs
2018/6/1,2018,6,-0.51819735,S,obs,Ecuador,S-obs
2018/7/1,2018,7,-0.507934123,S,obs,Ecuador,S-obs
2018/8/1,2018,8,-0.567558586,S,obs,Ecuador,S-obs
2018/9/1,2018,9,-0.556806633,S,obs,Ecuador,S-obs
2018/10/1,2018,10,-0.578310538,S,obs,Ecuador,S-obs
2018/11/1,2018,11,-0.577821813,S,obs,Ecuador,S-obs
2018/12/1,2018,12,-0.543122331,S,obs,Ecuador,S-obs
2019/1/1,2019,1,-0.425828306,S,obs,Ecuador,S-obs
2019/2/1,2019,2,-0.428271932,S,obs,Ecuador,S-obs
2019/3/1,2019,3,-0.307556831,S,obs,Ecuador,S-obs
2019/4/1,2019,4,-0.349098465,S,obs,Ecuador,S-obs
2019/5/1,2019,5,-0.124284918,S,obs,Ecuador,S-obs
2019/6/1,2019,6,-0.082743285,S,obs,Ecuador,S-obs
2019/7/1,2019,7,-0.164360377,S,obs,Ecuador,S-obs
2019/8/1,2019,8,-0.331993087,S,obs,Ecuador,S-obs
2019/9/1,2019,9,-0.393572449,S,obs,Ecuador,S-obs
2019/10/1,2019,10,-0.415565079,S,obs,Ecuador,S-obs
2019/11/1,2019,11,-0.34958719,S,obs,Ecuador,S-obs
2019/12/1,2019,12,-0.274323525,S,obs,Ecuador,S-obs
2014/4/1,2014,4,0.117623705,N,obs,El Salvador,N-obs
2014/5/1,2014,5,0.471477491,N,obs,El Salvador,N-obs
2014/6/1,2014,6,1.286895048,N,obs,El Salvador,N-obs
2014/7/1,2014,7,1.871354145,N,obs,El Salvador,N-obs
2014/8/1,2014,8,4.005071286,N,obs,El Salvador,N-obs
2014/9/1,2014,9,2.651810101,N,obs,El Salvador,N-obs
2014/10/1,2014,10,1.024153314,N,obs,El Salvador,N-obs
2014/11/1,2014,11,-0.104859214,N,obs,El Salvador,N-obs
2014/12/1,2014,12,-0.431873791,N,obs,El Salvador,N-obs
2015/1/1,2015,1,-0.282492402,N,obs,El Salvador,N-obs
2015/2/1,2015,2,-0.655063006,N,obs,El Salvador,N-obs
2015/3/1,2015,3,-0.476370375,N,obs,El Salvador,N-obs
2015/4/1,2015,4,-0.341114886,N,obs,El Salvador,N-obs
2015/5/1,2015,5,0.006735393,N,obs,El Salvador,N-obs
2015/6/1,2015,6,0.70102336,N,obs,El Salvador,N-obs
2015/7/1,2015,7,1.723032199,N,obs,El Salvador,N-obs
2015/8/1,2015,8,2.519026644,N,obs,El Salvador,N-obs
2015/9/1,2015,9,2.268645073,N,obs,El Salvador,N-obs
2015/10/1,2015,10,1.959287871,N,obs,El Salvador,N-obs
2015/11/1,2015,11,1.247342529,N,obs,El Salvador,N-obs
2015/12/1,2015,12,-0.139820816,N,obs,El Salvador,N-obs
2016/1/1,2016,1,-0.237289524,N,obs,El Salvador,N-obs
2016/2/1,2016,2,-0.447765428,N,obs,El Salvador,N-obs
2016/3/1,2016,3,-0.492968307,N,obs,El Salvador,N-obs
2016/4/1,2016,4,-0.423398251,N,obs,El Salvador,N-obs
2016/5/1,2016,5,-0.368307243,N,obs,El Salvador,N-obs
2016/6/1,2016,6,-0.502503289,N,obs,El Salvador,N-obs
2016/7/1,2016,7,-0.616923076,N,obs,El Salvador,N-obs
2016/8/1,2016,8,-0.561125773,N,obs,El Salvador,N-obs
2016/9/1,2016,9,-0.571013903,N,obs,El Salvador,N-obs
2016/10/1,2016,10,-0.567482428,N,obs,El Salvador,N-obs
2016/11/1,2016,11,-0.615157339,N,obs,El Salvador,N-obs
2016/12/1,2016,12,-0.679077035,N,obs,El Salvador,N-obs
2017/1/1,2017,1,-0.667423168,N,obs,El Salvador,N-obs
2017/2/1,2017,2,-0.662479103,N,obs,El Salvador,N-obs
2017/3/1,2017,3,-0.638818221,N,obs,El Salvador,N-obs
2017/4/1,2017,4,-0.670248348,N,obs,El Salvador,N-obs
2017/5/1,2017,5,-0.628223796,N,obs,El Salvador,N-obs
2017/6/1,2017,6,-0.567835575,N,obs,El Salvador,N-obs
2017/7/1,2017,7,-0.660360218,N,obs,El Salvador,N-obs
2017/8/1,2017,8,-0.633167861,N,obs,El Salvador,N-obs
2017/9/1,2017,9,-0.619395109,N,obs,El Salvador,N-obs
2017/10/1,2017,10,-0.587964982,N,obs,El Salvador,N-obs
2017/11/1,2017,11,-0.641290253,N,obs,El Salvador,N-obs
2017/12/1,2017,12,-0.681549067,N,obs,El Salvador,N-obs
2018/1/1,2018,1,-0.667776315,N,obs,El Salvador,N-obs
2018/2/1,2018,2,-0.635993041,N,obs,El Salvador,N-obs
2018/3/1,2018,3,-0.658241333,N,obs,El Salvador,N-obs
2018/4/1,2018,4,-0.640230811,N,obs,El Salvador,N-obs
2018/5/1,2018,5,-0.592909047,N,obs,El Salvador,N-obs
2018/6/1,2018,6,-0.533580269,N,obs,El Salvador,N-obs
2018/7/1,2018,7,-0.453768936,N,obs,El Salvador,N-obs
2018/8/1,2018,8,-0.439289888,N,obs,El Salvador,N-obs
2018/9/1,2018,9,-0.159243928,N,obs,El Salvador,N-obs
2018/10/1,2018,10,-0.378195373,N,obs,El Salvador,N-obs
2018/11/1,2018,11,-0.440702478,N,obs,El Salvador,N-obs
2018/12/1,2018,12,-0.584786655,N,obs,El Salvador,N-obs
2019/1/1,2019,1,-0.541702661,N,obs,El Salvador,N-obs
2019/2/1,2019,2,-0.544174693,N,obs,El Salvador,N-obs
2019/3/1,2019,3,-0.500031257,N,obs,El Salvador,N-obs
2019/4/1,2019,4,-0.577723705,N,obs,El Salvador,N-obs
2019/5/1,2019,5,-0.388789797,N,obs,El Salvador,N-obs
2019/6/1,2019,6,-0.036348601,N,obs,El Salvador,N-obs
2019/7/1,2019,7,0.919974805,N,obs,El Salvador,N-obs
2019/8/1,2019,8,1.346576974,N,obs,El Salvador,N-obs
2019/9/1,2019,9,1.032982002,N,obs,El Salvador,N-obs
2019/10/1,2019,10,0.439341069,N,obs,El Salvador,N-obs
2019/11/1,2019,11,-0.201621627,N,obs,El Salvador,N-obs
2019/12/1,2019,12,-0.443880806,N,obs,El Salvador,N-obs
2014/4/1,2014,4,-0.482391471,N,obs,Guatemala,N-obs
2014/5/1,2014,5,-0.374926311,N,obs,Guatemala,N-obs
2014/6/1,2014,6,-0.213949693,N,obs,Guatemala,N-obs
2014/7/1,2014,7,-0.046781666,N,obs,Guatemala,N-obs
2014/8/1,2014,8,-0.003441808,N,obs,Guatemala,N-obs
2014/9/1,2014,9,0.607296405,N,obs,Guatemala,N-obs
2014/10/1,2014,10,0.752794502,N,obs,Guatemala,N-obs
2014/11/1,2014,11,0.999566351,N,obs,Guatemala,N-obs
2014/12/1,2014,12,0.560418599,N,obs,Guatemala,N-obs
2015/1/1,2015,1,-0.243580005,N,obs,Guatemala,N-obs
2015/2/1,2015,2,-0.486371662,N,obs,Guatemala,N-obs
2015/3/1,2015,3,-0.328048505,N,obs,Guatemala,N-obs
2015/4/1,2015,4,-0.352371895,N,obs,Guatemala,N-obs
2015/5/1,2015,5,-0.244022248,N,obs,Guatemala,N-obs
2015/6/1,2015,6,1.198133663,N,obs,Guatemala,N-obs
2015/7/1,2015,7,-0.241811031,N,obs,Guatemala,N-obs
2015/8/1,2015,8,0.501157976,N,obs,Guatemala,N-obs
2015/9/1,2015,9,0.530346044,N,obs,Guatemala,N-obs
2015/10/1,2015,10,0.559534112,N,obs,Guatemala,N-obs
2015/11/1,2015,11,-0.32229934,N,obs,Guatemala,N-obs
2015/12/1,2015,12,0.207508321,N,obs,Guatemala,N-obs
2016/1/1,2016,1,-0.435513665,N,obs,Guatemala,N-obs
2016/2/1,2016,2,-0.450549942,N,obs,Guatemala,N-obs
2016/3/1,2016,3,-0.390404832,N,obs,Guatemala,N-obs
2016/4/1,2016,4,-0.58587644,N,obs,Guatemala,N-obs
2016/5/1,2016,5,-0.450992186,N,obs,Guatemala,N-obs
2016/6/1,2016,6,-0.334682157,N,obs,Guatemala,N-obs
2016/7/1,2016,7,-0.192722007,N,obs,Guatemala,N-obs
2016/8/1,2016,8,-0.028649685,N,obs,Guatemala,N-obs
2016/9/1,2016,9,-0.28780435,N,obs,Guatemala,N-obs
2016/10/1,2016,10,-0.374926311,N,obs,Guatemala,N-obs
2016/11/1,2016,11,-0.412074761,N,obs,Guatemala,N-obs
2016/12/1,2016,12,-0.587645414,N,obs,Guatemala,N-obs
2017/1/1,2017,1,-0.631869759,N,obs,Guatemala,N-obs
2017/2/1,2017,2,-0.573493623,N,obs,Guatemala,N-obs
2017/3/1,2017,3,-0.649117254,N,obs,Guatemala,N-obs
2017/4/1,2017,4,-0.571282406,N,obs,Guatemala,N-obs
2017/5/1,2017,5,-0.546959016,N,obs,Guatemala,N-obs
2017/6/1,2017,6,-0.553150424,N,obs,Guatemala,N-obs
2017/7/1,2017,7,-0.508926078,N,obs,Guatemala,N-obs
2017/8/1,2017,8,-0.439051612,N,obs,Guatemala,N-obs
2017/9/1,2017,9,-0.4297645,N,obs,Guatemala,N-obs
2017/10/1,2017,10,-0.460721542,N,obs,Guatemala,N-obs
2017/11/1,2017,11,-0.542094338,N,obs,Guatemala,N-obs
2017/12/1,2017,12,-0.607546369,N,obs,Guatemala,N-obs
2018/1/1,2018,1,-0.547401259,N,obs,Guatemala,N-obs
2018/2/1,2018,2,-0.557130615,N,obs,Guatemala,N-obs
2018/3/1,2018,3,-0.575262597,N,obs,Guatemala,N-obs
2018/4/1,2018,4,-0.5040614,N,obs,Guatemala,N-obs
2018/5/1,2018,5,-0.457183594,N,obs,Guatemala,N-obs
2018/6/1,2018,6,-0.402345405,N,obs,Guatemala,N-obs
2018/7/1,2018,7,-0.280286211,N,obs,Guatemala,N-obs
2018/8/1,2018,8,-0.37094612,N,obs,Guatemala,N-obs
2018/9/1,2018,9,-0.261269743,N,obs,Guatemala,N-obs
2018/10/1,2018,10,-0.403229892,N,obs,Guatemala,N-obs
2018/11/1,2018,11,-0.480622497,N,obs,Guatemala,N-obs
2018/12/1,2018,12,-0.557572859,N,obs,Guatemala,N-obs
2019/1/1,2019,1,-0.364312468,N,obs,Guatemala,N-obs
2019/2/1,2019,2,-0.41826617,N,obs,Guatemala,N-obs
2019/3/1,2019,3,-0.404998866,N,obs,Guatemala,N-obs
2019/4/1,2019,4,-0.417381683,N,obs,Guatemala,N-obs
2019/5/1,2019,5,-0.071105057,N,obs,Guatemala,N-obs
2019/6/1,2019,6,0.509560602,N,obs,Guatemala,N-obs
2019/7/1,2019,7,3.105971933,N,obs,Guatemala,N-obs
2019/8/1,2019,8,5.073513071,N,obs,Guatemala,N-obs
2019/9/1,2019,9,3.428809657,N,obs,Guatemala,N-obs
2019/10/1,2019,10,2.251557576,N,obs,Guatemala,N-obs
2019/11/1,2019,11,0.98408783,N,obs,Guatemala,N-obs
2019/12/1,2019,12,0.188934096,N,obs,Guatemala,N-obs
2014/4/1,2014,4,-0.563326043,N,obs,Honduras,N-obs
2014/5/1,2014,5,-0.419949557,N,obs,Honduras,N-obs
2014/6/1,2014,6,-0.099873609,N,obs,Honduras,N-obs
2014/7/1,2014,7,0.3947095,N,obs,Honduras,N-obs
2014/8/1,2014,8,0.476043867,N,obs,Honduras,N-obs
2014/9/1,2014,9,0.370594189,N,obs,Honduras,N-obs
2014/10/1,2014,10,1.264176082,N,obs,Honduras,N-obs
2014/11/1,2014,11,0.861888846,N,obs,Honduras,N-obs
2014/12/1,2014,12,-0.088473643,N,obs,Honduras,N-obs
2015/1/1,2015,1,0.197621639,N,obs,Honduras,N-obs
2015/2/1,2015,2,-0.082554431,N,obs,Honduras,N-obs
2015/3/1,2015,3,-0.135388885,N,obs,Honduras,N-obs
2015/4/1,2015,4,0.377609552,N,obs,Honduras,N-obs
2015/5/1,2015,5,0.500378409,N,obs,Honduras,N-obs
2015/6/1,2015,6,1.083530478,N,obs,Honduras,N-obs
2015/7/1,2015,7,0.384405685,N,obs,Honduras,N-obs
2015/8/1,2015,8,-0.052300677,N,obs,Honduras,N-obs
2015/9/1,2015,9,-0.422141858,N,obs,Honduras,N-obs
2015/10/1,2015,10,-0.372595855,N,obs,Honduras,N-obs
2015/11/1,2015,11,-0.290823027,N,obs,Honduras,N-obs
2015/12/1,2015,12,-0.304853753,N,obs,Honduras,N-obs
2016/1/1,2016,1,-0.072250616,N,obs,Honduras,N-obs
2016/2/1,2016,2,-0.277669221,N,obs,Honduras,N-obs
2016/3/1,2016,3,-0.343657481,N,obs,Honduras,N-obs
2016/4/1,2016,4,-0.202254066,N,obs,Honduras,N-obs
2016/5/1,2016,5,-0.141527328,N,obs,Honduras,N-obs
2016/6/1,2016,6,-0.054492978,N,obs,Honduras,N-obs
2016/7/1,2016,7,-0.230753979,N,obs,Honduras,N-obs
2016/8/1,2016,8,-0.502380075,N,obs,Honduras,N-obs
2016/9/1,2016,9,-0.430034141,N,obs,Honduras,N-obs
2016/10/1,2016,10,-0.452395612,N,obs,Honduras,N-obs
2016/11/1,2016,11,-0.593579797,N,obs,Honduras,N-obs
2016/12/1,2016,12,-0.611775895,N,obs,Honduras,N-obs
2017/1/1,2017,1,-0.636110437,N,obs,Honduras,N-obs
2017/2/1,2017,2,-0.658471907,N,obs,Honduras,N-obs
2017/3/1,2017,3,-0.661102668,N,obs,Honduras,N-obs
2017/4/1,2017,4,-0.659129597,N,obs,Honduras,N-obs
2017/5/1,2017,5,-0.622956631,N,obs,Honduras,N-obs
2017/6/1,2017,6,-0.558502981,N,obs,Honduras,N-obs
2017/7/1,2017,7,-0.603445151,N,obs,Honduras,N-obs
2017/8/1,2017,8,-0.641591189,N,obs,Honduras,N-obs
2017/9/1,2017,9,-0.672941094,N,obs,Honduras,N-obs
2017/10/1,2017,10,-0.674256474,N,obs,Honduras,N-obs
2017/11/1,2017,11,-0.703633308,N,obs,Honduras,N-obs
2017/12/1,2017,12,-0.702098697,N,obs,Honduras,N-obs
2018/1/1,2018,1,-0.694425644,N,obs,Honduras,N-obs
2018/2/1,2018,2,-0.651237314,N,obs,Honduras,N-obs
2018/3/1,2018,3,-0.583714442,N,obs,Honduras,N-obs
2018/4/1,2018,4,-0.532195369,N,obs,Honduras,N-obs
2018/5/1,2018,5,-0.553241458,N,obs,Honduras,N-obs
2018/6/1,2018,6,-0.571656787,N,obs,Honduras,N-obs
2018/7/1,2018,7,-0.637425817,N,obs,Honduras,N-obs
2018/8/1,2018,8,-0.676448775,N,obs,Honduras,N-obs
2018/9/1,2018,9,-0.620325869,N,obs,Honduras,N-obs
2018/10/1,2018,10,-0.597525939,N,obs,Honduras,N-obs
2018/11/1,2018,11,-0.534168439,N,obs,Honduras,N-obs
2018/12/1,2018,12,-0.529345377,N,obs,Honduras,N-obs
2019/1/1,2019,1,-0.413811114,N,obs,Honduras,N-obs
2019/2/1,2019,2,-0.325461383,N,obs,Honduras,N-obs
2019/3/1,2019,3,-0.030596897,N,obs,Honduras,N-obs
2019/4/1,2019,4,-0.357688208,N,obs,Honduras,N-obs
2019/5/1,2019,5,0.233794605,N,obs,Honduras,N-obs
2019/6/1,2019,6,1.873854993,N,obs,Honduras,N-obs
2019/7/1,2019,7,3.761206936,N,obs,Honduras,N-obs
2019/8/1,2019,8,4.709596354,N,obs,Honduras,N-obs
2019/9/1,2019,9,2.325688232,N,obs,Honduras,N-obs
2019/10/1,2019,10,1.554875196,N,obs,Honduras,N-obs
2019/11/1,2019,11,1.401633355,N,obs,Honduras,N-obs
2019/12/1,2019,12,1.076953575,N,obs,Honduras,N-obs
2014/4/1,2014,4,-0.505812376,N,obs,Jamaica,N-obs
2014/5/1,2014,5,-0.499745793,N,obs,Jamaica,N-obs
2014/6/1,2014,6,-0.496712501,N,obs,Jamaica,N-obs
2014/7/1,2014,7,-0.472446168,N,obs,Jamaica,N-obs
2014/8/1,2014,8,-0.366280959,N,obs,Jamaica,N-obs
2014/9/1,2014,9,-0.081151542,N,obs,Jamaica,N-obs
2014/10/1,2014,10,0.291943333,N,obs,Jamaica,N-obs
2014/11/1,2014,11,0.034113541,N,obs,Jamaica,N-obs
2014/12/1,2014,12,-0.317748293,N,obs,Jamaica,N-obs
2015/1/1,2015,1,-0.527045418,N,obs,Jamaica,N-obs
2015/2/1,2015,2,-0.511878959,N,obs,Jamaica,N-obs
2015/3/1,2015,3,-0.517945543,N,obs,Jamaica,N-obs
2015/4/1,2015,4,-0.524012126,N,obs,Jamaica,N-obs
2015/5/1,2015,5,-0.539178584,N,obs,Jamaica,N-obs
2015/6/1,2015,6,-0.530078709,N,obs,Jamaica,N-obs
2015/7/1,2015,7,-0.533112001,N,obs,Jamaica,N-obs
2015/8/1,2015,8,-0.530078709,N,obs,Jamaica,N-obs
2015/9/1,2015,9,-0.484579334,N,obs,Jamaica,N-obs
2015/10/1,2015,10,-0.539178584,N,obs,Jamaica,N-obs
2015/11/1,2015,11,-0.502779084,N,obs,Jamaica,N-obs
2015/12/1,2015,12,-0.475479459,N,obs,Jamaica,N-obs
2016/1/1,2016,1,-0.420880209,N,obs,Jamaica,N-obs
2016/2/1,2016,2,0.261610416,N,obs,Jamaica,N-obs
2016/3/1,2016,3,-0.047785334,N,obs,Jamaica,N-obs
2016/4/1,2016,4,-0.296515251,N,obs,Jamaica,N-obs
2016/5/1,2016,5,0.119045708,N,obs,Jamaica,N-obs
2016/6/1,2016,6,0.028046958,N,obs,Jamaica,N-obs
2016/7/1,2016,7,0.75907025,N,obs,Jamaica,N-obs
2016/8/1,2016,8,0.018947083,N,obs,Jamaica,N-obs
2016/9/1,2016,9,0.2312775,N,obs,Jamaica,N-obs
2016/10/1,2016,10,0.519440208,N,obs,Jamaica,N-obs
2016/11/1,2016,11,0.804569625,N,obs,Jamaica,N-obs
2016/12/1,2016,12,-0.457279709,N,obs,Jamaica,N-obs
2017/1/1,2017,1,-0.511878959,N,obs,Jamaica,N-obs
2017/2/1,2017,2,-0.514912251,N,obs,Jamaica,N-obs
2017/3/1,2017,3,-0.530078709,N,obs,Jamaica,N-obs
2017/4/1,2017,4,-0.517945543,N,obs,Jamaica,N-obs
2017/5/1,2017,5,-0.505812376,N,obs,Jamaica,N-obs
2017/6/1,2017,6,-0.499745793,N,obs,Jamaica,N-obs
2017/7/1,2017,7,-0.502779084,N,obs,Jamaica,N-obs
2017/8/1,2017,8,-0.530078709,N,obs,Jamaica,N-obs
2017/9/1,2017,9,-0.536145293,N,obs,Jamaica,N-obs
2017/10/1,2017,10,-0.542211876,N,obs,Jamaica,N-obs
2017/11/1,2017,11,-0.542211876,N,obs,Jamaica,N-obs
2017/12/1,2017,12,-0.102384584,N,obs,Jamaica,N-obs
2018/1/1,2018,1,-0.472446168,N,obs,Jamaica,N-obs
2018/2/1,2018,2,-0.472446168,N,obs,Jamaica,N-obs
2018/3/1,2018,3,-0.405713751,N,obs,Jamaica,N-obs
2018/4/1,2018,4,-0.484579334,N,obs,Jamaica,N-obs
2018/5/1,2018,5,-0.508845668,N,obs,Jamaica,N-obs
2018/6/1,2018,6,-0.457279709,N,obs,Jamaica,N-obs
2018/7/1,2018,7,-0.481546043,N,obs,Jamaica,N-obs
2018/8/1,2018,8,-0.448179834,N,obs,Jamaica,N-obs
2018/9/1,2018,9,-0.293481959,N,obs,Jamaica,N-obs
2018/10/1,2018,10,-0.308648418,N,obs,Jamaica,N-obs
2018/11/1,2018,11,0.167578375,N,obs,Jamaica,N-obs
2018/12/1,2018,12,0.798503042,N,obs,Jamaica,N-obs
2019/1/1,2019,1,5.403039795,N,obs,Jamaica,N-obs
2019/2/1,2019,2,2.751942877,N,obs,Jamaica,N-obs
2019/3/1,2019,3,0.43147475,N,obs,Jamaica,N-obs
2019/4/1,2019,4,-0.317748293,N,obs,Jamaica,N-obs
2019/5/1,2019,5,-0.351114501,N,obs,Jamaica,N-obs
2019/6/1,2019,6,-0.075084959,N,obs,Jamaica,N-obs
2019/7/1,2019,7,0.225210916,N,obs,Jamaica,N-obs
2019/8/1,2019,8,0.865235458,N,obs,Jamaica,N-obs
2019/9/1,2019,9,2.63061121,N,obs,Jamaica,N-obs
2019/10/1,2019,10,2.745876293,N,obs,Jamaica,N-obs
2019/11/1,2019,11,0.188811416,N,obs,Jamaica,N-obs
2019/12/1,2019,12,1.814655751,N,obs,Jamaica,N-obs
2014/4/1,2014,4,-0.462327071,N,obs,Laos,N-obs
2014/5/1,2014,5,-0.398022985,N,obs,Laos,N-obs
2014/6/1,2014,6,-0.410654145,N,obs,Laos,N-obs
2014/7/1,2014,7,-0.407209283,N,obs,Laos,N-obs
2014/8/1,2014,8,-0.413524863,N,obs,Laos,N-obs
2014/9/1,2014,9,-0.425581879,N,obs,Laos,N-obs
2014/10/1,2014,10,-0.47955138,N,obs,Laos,N-obs
2014/11/1,2014,11,-0.486441103,N,obs,Laos,N-obs
2014/12/1,2014,12,-0.513999997,N,obs,Laos,N-obs
2015/1/1,2015,1,-0.51916729,N,obs,Laos,N-obs
2015/2/1,2015,2,-0.499072263,N,obs,Laos,N-obs
2015/3/1,2015,3,-0.505387843,N,obs,Laos,N-obs
2015/4/1,2015,4,-0.486441103,N,obs,Laos,N-obs
2015/5/1,2015,5,-0.497349832,N,obs,Laos,N-obs
2015/6/1,2015,6,-0.398597129,N,obs,Laos,N-obs
2015/7/1,2015,7,-0.387114257,N,obs,Laos,N-obs
2015/8/1,2015,8,-0.350943209,N,obs,Laos,N-obs
2015/9/1,2015,9,-0.382521108,N,obs,Laos,N-obs
2015/10/1,2015,10,-0.367593374,N,obs,Laos,N-obs
2015/11/1,2015,11,-0.430175028,N,obs,Laos,N-obs
2015/12/1,2015,12,-0.430749172,N,obs,Laos,N-obs
2016/1/1,2016,1,-0.476106518,N,obs,Laos,N-obs
2016/2/1,2016,2,-0.484144529,N,obs,Laos,N-obs
2016/3/1,2016,3,-0.497349832,N,obs,Laos,N-obs
2016/4/1,2016,4,-0.470939225,N,obs,Laos,N-obs
2016/5/1,2016,5,-0.302715144,N,obs,Laos,N-obs
2016/6/1,2016,6,-0.135065207,N,obs,Laos,N-obs
2016/7/1,2016,7,-0.051814382,N,obs,Laos,N-obs
2016/8/1,2016,8,-0.098320015,N,obs,Laos,N-obs
2016/9/1,2016,9,-0.16090167,N,obs,Laos,N-obs
2016/10/1,2016,10,-0.017939908,N,obs,Laos,N-obs
2016/11/1,2016,11,-0.120711616,N,obs,Laos,N-obs
2016/12/1,2016,12,-0.391133262,N,obs,Laos,N-obs
2017/1/1,2017,1,-0.368741661,N,obs,Laos,N-obs
2017/2/1,2017,2,-0.442232044,N,obs,Laos,N-obs
2017/3/1,2017,3,-0.477254805,N,obs,Laos,N-obs
2017/4/1,2017,4,-0.419266299,N,obs,Laos,N-obs
2017/5/1,2017,5,-0.053536812,N,obs,Laos,N-obs
2017/6/1,2017,6,0.323675547,N,obs,Laos,N-obs
2017/7/1,2017,7,1.014370324,N,obs,Laos,N-obs
2017/8/1,2017,8,0.598690342,N,obs,Laos,N-obs
2017/9/1,2017,9,0.352382728,N,obs,Laos,N-obs
2017/10/1,2017,10,0.074497215,N,obs,Laos,N-obs
2017/11/1,2017,11,-0.23381791,N,obs,Laos,N-obs
2017/12/1,2017,12,-0.405486853,N,obs,Laos,N-obs
2018/1/1,2018,1,-0.508832704,N,obs,Laos,N-obs
2018/2/1,2018,2,-0.517444859,N,obs,Laos,N-obs
2018/3/1,2018,3,-0.490460109,N,obs,Laos,N-obs
2018/4/1,2018,4,-0.502517125,N,obs,Laos,N-obs
