old_time,date,country,cases,month,time,time_yr,time_14
2015.324435,2015/4/30,Dominican Republic,433,4,850,484,485
2015.409309,2015/5/31,Dominican Republic,526,5,881,515,516
2015.491444,2015/6/30,Dominican Republic,611,6,911,545,546
2015.576318,2015/7/31,Dominican Republic,1105,7,942,576,577
2015.661191,2015/8/31,Dominican Republic,1597,8,973,607,608
2015.743326,2015/9/30,Dominican Republic,2698,9,1003,637,638
2015.8282,2015/10/31,Dominican Republic,4163,10,1034,668,669
2015.910335,2015/11/30,Dominican Republic,3150,11,1064,698,699
2015.995209,2015/12/31,Dominican Republic,1677,12,1095,729,730
2016.080082,2016/1/31,Dominican Republic,1383,1,1126,760,761
2016.15948,2016/2/29,Dominican Republic,1178,2,1155,789,790
2016.244353,2016/3/31,Dominican Republic,683,3,1186,820,821
2016.326489,2016/4/30,Dominican Republic,930,4,1216,850,851
2016.411362,2016/5/31,Dominican Republic,437,5,1247,881,882
2016.493498,2016/6/30,Dominican Republic,624,6,1277,911,912
2016.578371,2016/7/31,Dominican Republic,427,7,1308,942,943
2016.663244,2016/8/31,Dominican Republic,252,8,1339,973,974
2016.74538,2016/9/30,Dominican Republic,193,9,1369,1003,1004
2016.830253,2016/10/31,Dominican Republic,205,10,1400,1034,1035
2016.912389,2016/11/30,Dominican Republic,164,11,1430,1064,1065
2016.997262,2016/12/31,Dominican Republic,168,12,1461,1095,1096
2017.082136,2017/1/31,Dominican Republic,91,1,1492,1126,1127
2017.158795,2017/2/28,Dominican Republic,62,2,1520,1154,1155
2017.243669,2017/3/31,Dominican Republic,84,3,1551,1185,1186
2017.325804,2017/4/30,Dominican Republic,82,4,1581,1215,1216
2017.410678,2017/5/31,Dominican Republic,151,5,1612,1246,1247
2017.492813,2017/6/30,Dominican Republic,132,6,1642,1276,1277
2017.577687,2017/7/31,Dominican Republic,155,7,1673,1307,1308
2017.66256,2017/8/31,Dominican Republic,124,8,1704,1338,1339
2017.744695,2017/9/30,Dominican Republic,143,9,1734,1368,1369
2017.829569,2017/10/31,Dominican Republic,161,10,1765,1399,1400
2017.911704,2017/11/30,Dominican Republic,113,11,1795,1429,1430
2017.996578,2017/12/31,Dominican Republic,77,12,1826,1460,1461
2018.081451,2018/1/31,Dominican Republic,67,1,1857,1491,1492
2018.158111,2018/2/28,Dominican Republic,101,2,1885,1519,1520
2018.242984,2018/3/31,Dominican Republic,145,3,1916,1550,1551
2018.32512,2018/4/30,Dominican Republic,106,4,1946,1580,1581
2018.409993,2018/5/31,Dominican Republic,79,5,1977,1611,1612
2018.492129,2018/6/30,Dominican Republic,72,6,2007,1641,1642
2018.577002,2018/7/31,Dominican Republic,82,7,2038,1672,1673
2018.661875,2018/8/31,Dominican Republic,83,8,2069,1703,1704
2018.744011,2018/9/30,Dominican Republic,128,9,2099,1733,1734
2018.828884,2018/10/31,Dominican Republic,184,10,2130,1764,1765
2018.91102,2018/11/30,Dominican Republic,264,11,2160,1794,1795
2018.995893,2018/12/31,Dominican Republic,267,12,2191,1825,1826
2019.080767,2019/1/31,Dominican Republic,289,1,2222,1856,1857
2019.157426,2019/2/28,Dominican Republic,396,2,2250,1884,1885
2019.2423,2019/3/31,Dominican Republic,592,3,2281,1915,1916
2019.324435,2019/4/30,Dominican Republic,472,4,2311,1945,1946
2019.409309,2019/5/31,Dominican Republic,795,5,2342,1976,1977
2019.491444,2019/6/30,Dominican Republic,1205,6,2372,2006,2007
2019.576318,2019/7/31,Dominican Republic,3058,7,2403,2037,2038
2019.661191,2019/8/31,Dominican Republic,3715,8,2434,2068,2069
2019.743326,2019/9/30,Dominican Republic,3000,9,2464,2098,2099
2019.8282,2019/10/31,Dominican Republic,2610,10,2495,2129,2130
2019.910335,2019/11/30,Dominican Republic,2315,11,2525,2159,2160
2019.995209,2019/12/31,Dominican Republic,1810,12,2556,2190,2191
2014.081451,2014/1/31,Ecuador,836,1,396,30,31
2014.158111,2014/2/28,Ecuador,958,2,424,58,59
2014.242984,2014/3/31,Ecuador,1469,3,455,89,90
2014.32512,2014/4/30,Ecuador,2134,4,485,119,120
2014.409993,2014/5/31,Ecuador,2208,5,516,150,151
2014.492129,2014/6/30,Ecuador,2442,6,546,180,181
2014.577002,2014/7/31,Ecuador,2252,7,577,211,212
2014.661875,2014/8/31,Ecuador,1235,8,608,242,243
2014.744011,2014/9/30,Ecuador,570,9,638,272,273
2014.828884,2014/10/31,Ecuador,532,10,669,303,304
2014.91102,2014/11/30,Ecuador,384,11,699,333,334
2014.995893,2014/12/31,Ecuador,424,12,730,364,365
2015.080767,2015/1/31,Ecuador,956,1,761,395,396
2015.157426,2015/2/28,Ecuador,1423,2,789,423,424
2015.2423,2015/3/31,Ecuador,4575,3,820,454,455
2015.324435,2015/4/30,Ecuador,8982,4,850,484,485
2015.409309,2015/5/31,Ecuador,12561,5,881,515,516
2015.491444,2015/6/30,Ecuador,7771,6,911,545,546
2015.576318,2015/7/31,Ecuador,3546,7,942,576,577
2015.661191,2015/8/31,Ecuador,920,8,973,607,608
2015.743326,2015/9/30,Ecuador,565,9,1003,637,638
2015.8282,2015/10/31,Ecuador,413,10,1034,668,669
2015.910335,2015/11/30,Ecuador,381,11,1064,698,699
2015.995209,2015/12/31,Ecuador,408,12,1095,729,730
2016.080082,2016/1/31,Ecuador,1414,1,1126,760,761
2016.15948,2016/2/29,Ecuador,1874,2,1155,789,790
2016.244353,2016/3/31,Ecuador,1794,3,1186,820,821
2016.326489,2016/4/30,Ecuador,1443,4,1216,850,851
2016.411362,2016/5/31,Ecuador,1917,5,1247,881,882
2016.493498,2016/6/30,Ecuador,1875,6,1277,911,912
2016.578371,2016/7/31,Ecuador,1252,7,1308,942,943
2016.663244,2016/8/31,Ecuador,707,8,1339,973,974
2016.74538,2016/9/30,Ecuador,487,9,1369,1003,1004
2016.830253,2016/10/31,Ecuador,371,10,1400,1034,1035
2016.912389,2016/11/30,Ecuador,312,11,1430,1064,1065
2016.997262,2016/12/31,Ecuador,167,12,1461,1095,1096
2017.082136,2017/1/31,Ecuador,651,1,1492,1126,1127
2017.158795,2017/2/28,Ecuador,1183,2,1520,1154,1155
2017.243669,2017/3/31,Ecuador,2014,3,1551,1185,1186
2017.325804,2017/4/30,Ecuador,2297,4,1581,1215,1216
2017.410678,2017/5/31,Ecuador,2016,5,1612,1246,1247
2017.492813,2017/6/30,Ecuador,1187,6,1642,1276,1277
2017.577687,2017/7/31,Ecuador,726,7,1673,1307,1308
2017.66256,2017/8/31,Ecuador,385,8,1704,1338,1339
2017.744695,2017/9/30,Ecuador,415,9,1734,1368,1369
2017.829569,2017/10/31,Ecuador,180,10,1765,1399,1400
2017.911704,2017/11/30,Ecuador,214,11,1795,1429,1430
2017.996578,2017/12/31,Ecuador,165,12,1826,1460,1461
2018.081451,2018/1/31,Ecuador,442,1,1857,1491,1492
2018.158111,2018/2/28,Ecuador,423,2,1885,1519,1520
2018.242984,2018/3/31,Ecuador,350,3,1916,1550,1551
2018.32512,2018/4/30,Ecuador,298,4,1946,1580,1581
2018.409993,2018/5/31,Ecuador,264,5,1977,1611,1612
2018.492129,2018/6/30,Ecuador,263,6,2007,1641,1642
2018.577002,2018/7/31,Ecuador,284,7,2038,1672,1673
2018.661875,2018/8/31,Ecuador,162,8,2069,1703,1704
2018.744011,2018/9/30,Ecuador,184,9,2099,1733,1734
2018.828884,2018/10/31,Ecuador,140,10,2130,1764,1765
2018.91102,2018/11/30,Ecuador,141,11,2160,1794,1795
2018.995893,2018/12/31,Ecuador,212,12,2191,1825,1826
2019.080767,2019/1/31,Ecuador,452,1,2222,1856,1857
2019.157426,2019/2/28,Ecuador,447,2,2250,1884,1885
2019.2423,2019/3/31,Ecuador,694,3,2281,1915,1916
2019.324435,2019/4/30,Ecuador,609,4,2311,1945,1946
2019.409309,2019/5/31,Ecuador,1069,5,2342,1976,1977
2019.491444,2019/6/30,Ecuador,1154,6,2372,2006,2007
2019.576318,2019/7/31,Ecuador,987,7,2403,2037,2038
2019.661191,2019/8/31,Ecuador,644,8,2434,2068,2069
2019.743326,2019/9/30,Ecuador,518,9,2464,2098,2099
2019.8282,2019/10/31,Ecuador,473,10,2495,2129,2130
2019.910335,2019/11/30,Ecuador,608,11,2525,2159,2160
2019.995209,2019/12/31,Ecuador,762,12,2556,2190,2191
2014.081451,2014/1/31,El Salvador,1785,1,396,30,31
2014.158111,2014/2/28,El Salvador,1642,2,424,58,59
2014.242984,2014/3/31,El Salvador,2398,3,455,89,90
2014.32512,2014/4/30,El Salvador,2501,4,485,119,120
2014.409993,2014/5/31,El Salvador,3503,5,516,150,151
2014.492129,2014/6/30,El Salvador,5812,6,546,180,181
2014.577002,2014/7/31,El Salvador,7467,7,577,211,212
2014.661875,2014/8/31,El Salvador,13509,8,608,242,243
2014.744011,2014/9/30,El Salvador,9677,9,638,272,273
2014.828884,2014/10/31,El Salvador,5068,10,669,303,304
2014.91102,2014/11/30,El Salvador,1871,11,699,333,334
2014.995893,2014/12/31,El Salvador,945,12,730,364,365
2015.080767,2015/1/31,El Salvador,1368,1,761,395,396
2015.157426,2015/2/28,El Salvador,313,2,789,423,424
2015.2423,2015/3/31,El Salvador,819,3,820,454,455
2015.324435,2015/4/30,El Salvador,1202,4,850,484,485
2015.409309,2015/5/31,El Salvador,2187,5,881,515,516
2015.491444,2015/6/30,El Salvador,4153,6,911,545,546
2015.576318,2015/7/31,El Salvador,7047,7,942,576,577
2015.661191,2015/8/31,El Salvador,9301,8,973,607,608
2015.743326,2015/9/30,El Salvador,8592,9,1003,637,638
2015.8282,2015/10/31,El Salvador,7716,10,1034,668,669
2015.910335,2015/11/30,El Salvador,5700,11,1064,698,699
2015.995209,2015/12/31,El Salvador,1772,12,1095,729,730
2016.080082,2016/1/31,El Salvador,1496,1,1126,760,761
2016.15948,2016/2/29,El Salvador,900,2,1155,789,790
2016.244353,2016/3/31,El Salvador,772,3,1186,820,821
2016.326489,2016/4/30,El Salvador,969,4,1216,850,851
2016.411362,2016/5/31,El Salvador,1125,5,1247,881,882
2016.493498,2016/6/30,El Salvador,745,6,1277,911,912
2016.578371,2016/7/31,El Salvador,421,7,1308,942,943
2016.663244,2016/8/31,El Salvador,579,8,1339,973,974
2016.74538,2016/9/30,El Salvador,551,9,1369,1003,1004
2016.830253,2016/10/31,El Salvador,561,10,1400,1034,1035
2016.912389,2016/11/30,El Salvador,426,11,1430,1064,1065
2016.997262,2016/12/31,El Salvador,245,12,1461,1095,1096
2017.082136,2017/1/31,El Salvador,278,1,1492,1126,1127
2017.158795,2017/2/28,El Salvador,292,2,1520,1154,1155
2017.243669,2017/3/31,El Salvador,359,3,1551,1185,1186
2017.325804,2017/4/30,El Salvador,270,4,1581,1215,1216
2017.410678,2017/5/31,El Salvador,389,5,1612,1246,1247
2017.492813,2017/6/30,El Salvador,560,6,1642,1276,1277
2017.577687,2017/7/31,El Salvador,298,7,1673,1307,1308
2017.66256,2017/8/31,El Salvador,375,8,1704,1338,1339
2017.744695,2017/9/30,El Salvador,414,9,1734,1368,1369
2017.829569,2017/10/31,El Salvador,503,10,1765,1399,1400
2017.911704,2017/11/30,El Salvador,352,11,1795,1429,1430
2017.996578,2017/12/31,El Salvador,238,12,1826,1460,1461
2018.081451,2018/1/31,El Salvador,277,1,1857,1491,1492
2018.158111,2018/2/28,El Salvador,367,2,1885,1519,1520
2018.242984,2018/3/31,El Salvador,304,3,1916,1550,1551
2018.32512,2018/4/30,El Salvador,355,4,1946,1580,1581
2018.409993,2018/5/31,El Salvador,489,5,1977,1611,1612
2018.492129,2018/6/30,El Salvador,657,6,2007,1641,1642
2018.577002,2018/7/31,El Salvador,883,7,2038,1672,1673
2018.661875,2018/8/31,El Salvador,924,8,2069,1703,1704
2018.744011,2018/9/30,El Salvador,1717,9,2099,1733,1734
2018.828884,2018/10/31,El Salvador,1097,10,2130,1764,1765
2018.91102,2018/11/30,El Salvador,920,11,2160,1794,1795
2018.995893,2018/12/31,El Salvador,512,12,2191,1825,1826
2019.080767,2019/1/31,El Salvador,634,1,2222,1856,1857
2019.157426,2019/2/28,El Salvador,627,2,2250,1884,1885
2019.2423,2019/3/31,El Salvador,752,3,2281,1915,1916
2019.324435,2019/4/30,El Salvador,532,4,2311,1945,1946
2019.409309,2019/5/31,El Salvador,1067,5,2342,1976,1977
2019.491444,2019/6/30,El Salvador,2065,6,2372,2006,2007
2019.576318,2019/7/31,El Salvador,4773,7,2403,2037,2038
2019.661191,2019/8/31,El Salvador,5981,8,2434,2068,2069
2019.743326,2019/9/30,El Salvador,5093,9,2464,2098,2099
2019.8282,2019/10/31,El Salvador,3412,10,2495,2129,2130
2019.910335,2019/11/30,El Salvador,1597,11,2525,2159,2160
2019.995209,2019/12/31,El Salvador,911,12,2556,2190,2191
2014.081451,2014/1/31,Guatemala,227,1,396,30,31
2014.158111,2014/2/28,Guatemala,532,2,424,58,59
2014.242984,2014/3/31,Guatemala,548,3,455,89,90
2014.32512,2014/4/30,Guatemala,500,4,485,119,120
2014.409993,2014/5/31,Guatemala,743,5,516,150,151
2014.492129,2014/6/30,Guatemala,1107,6,546,180,181
2014.577002,2014/7/31,Guatemala,1485,7,577,211,212
2014.661875,2014/8/31,Guatemala,1583,8,608,242,243
2014.744011,2014/9/30,Guatemala,2964,9,638,272,273
2014.828884,2014/10/31,Guatemala,3293,10,669,303,304
2014.91102,2014/11/30,Guatemala,3851,11,699,333,334
2014.995893,2014/12/31,Guatemala,2858,12,730,364,365
2015.080767,2015/1/31,Guatemala,1040,1,761,395,396
2015.157426,2015/2/28,Guatemala,491,2,789,423,424
2015.2423,2015/3/31,Guatemala,849,3,820,454,455
2015.324435,2015/4/30,Guatemala,794,4,850,484,485
2015.409309,2015/5/31,Guatemala,1039,5,881,515,516
2015.491444,2015/6/30,Guatemala,4300,6,911,545,546
2015.576318,2015/7/31,Guatemala,1044,7,942,576,577
2015.661191,2015/8/31,Guatemala,2724,8,973,607,608
2015.743326,2015/9/30,Guatemala,2790,9,1003,637,638
2015.8282,2015/10/31,Guatemala,2856,10,1034,668,669
2015.910335,2015/11/30,Guatemala,862,11,1064,698,699
2015.995209,2015/12/31,Guatemala,2060,12,1095,729,730
2016.080082,2016/1/31,Guatemala,606,1,1126,760,761
2016.15948,2016/2/29,Guatemala,572,2,1155,789,790
2016.244353,2016/3/31,Guatemala,708,3,1186,820,821
2016.326489,2016/4/30,Guatemala,266,4,1216,850,851
2016.411362,2016/5/31,Guatemala,571,5,1247,881,882
2016.493498,2016/6/30,Guatemala,834,6,1277,911,912
2016.578371,2016/7/31,Guatemala,1155,7,1308,942,943
2016.663244,2016/8/31,Guatemala,1526,8,1339,973,974
2016.74538,2016/9/30,Guatemala,940,9,1369,1003,1004
2016.830253,2016/10/31,Guatemala,743,10,1400,1034,1035
2016.912389,2016/11/30,Guatemala,659,11,1430,1064,1065
2016.997262,2016/12/31,Guatemala,262,12,1461,1095,1096
2017.082136,2017/1/31,Guatemala,162,1,1492,1126,1127
2017.158795,2017/2/28,Guatemala,294,2,1520,1154,1155
2017.243669,2017/3/31,Guatemala,123,3,1551,1185,1186
2017.325804,2017/4/30,Guatemala,299,4,1581,1215,1216
2017.410678,2017/5/31,Guatemala,354,5,1612,1246,1247
2017.492813,2017/6/30,Guatemala,340,6,1642,1276,1277
2017.577687,2017/7/31,Guatemala,440,7,1673,1307,1308
2017.66256,2017/8/31,Guatemala,598,8,1704,1338,1339
2017.744695,2017/9/30,Guatemala,619,9,1734,1368,1369
2017.829569,2017/10/31,Guatemala,549,10,1765,1399,1400
2017.911704,2017/11/30,Guatemala,365,11,1795,1429,1430
2017.996578,2017/12/31,Guatemala,217,12,1826,1460,1461
2018.081451,2018/1/31,Guatemala,353,1,1857,1491,1492
2018.158111,2018/2/28,Guatemala,331,2,1885,1519,1520
2018.242984,2018/3/31,Guatemala,290,3,1916,1550,1551
2018.32512,2018/4/30,Guatemala,451,4,1946,1580,1581
2018.409993,2018/5/31,Guatemala,557,5,1977,1611,1612
2018.492129,2018/6/30,Guatemala,681,6,2007,1641,1642
2018.577002,2018/7/31,Guatemala,957,7,2038,1672,1673
2018.661875,2018/8/31,Guatemala,752,8,2069,1703,1704
2018.744011,2018/9/30,Guatemala,1000,9,2099,1733,1734
2018.828884,2018/10/31,Guatemala,679,10,2130,1764,1765
2018.91102,2018/11/30,Guatemala,504,11,2160,1794,1795
2018.995893,2018/12/31,Guatemala,330,12,2191,1825,1826
2019.080767,2019/1/31,Guatemala,767,1,2222,1856,1857
2019.157426,2019/2/28,Guatemala,645,2,2250,1884,1885
2019.2423,2019/3/31,Guatemala,675,3,2281,1915,1916
2019.324435,2019/4/30,Guatemala,647,4,2311,1945,1946
2019.409309,2019/5/31,Guatemala,1430,5,2342,1976,1977
2019.491444,2019/6/30,Guatemala,2743,6,2372,2006,2007
2019.576318,2019/7/31,Guatemala,8614,7,2403,2037,2038
2019.661191,2019/8/31,Guatemala,13063,8,2434,2068,2069
2019.743326,2019/9/30,Guatemala,9344,9,2464,2098,2099
2019.8282,2019/10/31,Guatemala,6682,10,2495,2129,2130
2019.910335,2019/11/30,Guatemala,3816,11,2525,2159,2160
2019.995209,2019/12/31,Guatemala,2018,12,2556,2190,2191
2014.081451,2014/1/31,Honduras,732,1,396,30,31
2014.158111,2014/2/28,Honduras,643,2,424,58,59
2014.242984,2014/3/31,Honduras,964,3,455,89,90
2014.32512,2014/4/30,Honduras,831,4,485,119,120
2014.409993,2014/5/31,Honduras,1485,5,516,150,151
2014.492129,2014/6/30,Honduras,2945,6,546,180,181
2014.577002,2014/7/31,Honduras,5201,7,577,211,212
2014.661875,2014/8/31,Honduras,5572,8,608,242,243
2014.744011,2014/9/30,Honduras,5091,9,638,272,273
2014.828884,2014/10/31,Honduras,9167,10,669,303,304
2014.91102,2014/11/30,Honduras,7332,11,699,333,334
2014.995893,2014/12/31,Honduras,2997,12,730,364,365
2015.080767,2015/1/31,Honduras,4302,1,761,395,396
2015.157426,2015/2/28,Honduras,3024,2,789,423,424
2015.2423,2015/3/31,Honduras,2783,3,820,454,455
2015.324435,2015/4/30,Honduras,5123,4,850,484,485
2015.409309,2015/5/31,Honduras,5683,5,881,515,516
2015.491444,2015/6/30,Honduras,8343,6,911,545,546
2015.576318,2015/7/31,Honduras,5154,7,942,576,577
2015.661191,2015/8/31,Honduras,3162,8,973,607,608
2015.743326,2015/9/30,Honduras,1475,9,1003,637,638
2015.8282,2015/10/31,Honduras,1701,10,1034,668,669
2015.910335,2015/11/30,Honduras,2074,11,1064,698,699
2015.995209,2015/12/31,Honduras,2010,12,1095,729,730
2016.080082,2016/1/31,Honduras,3071,1,1126,760,761
2016.15948,2016/2/29,Honduras,2134,2,1155,789,790
2016.244353,2016/3/31,Honduras,1833,3,1186,820,821
2016.326489,2016/4/30,Honduras,2478,4,1216,850,851
2016.411362,2016/5/31,Honduras,2755,5,1247,881,882
2016.493498,2016/6/30,Honduras,3152,6,1277,911,912
2016.578371,2016/7/31,Honduras,2348,7,1308,942,943
2016.663244,2016/8/31,Honduras,1109,8,1339,973,974
2016.74538,2016/9/30,Honduras,1439,9,1369,1003,1004
2016.830253,2016/10/31,Honduras,1337,10,1400,1034,1035
2016.912389,2016/11/30,Honduras,693,11,1430,1064,1065
2016.997262,2016/12/31,Honduras,610,12,1461,1095,1096
2017.082136,2017/1/31,Honduras,499,1,1492,1126,1127
2017.158795,2017/2/28,Honduras,397,2,1520,1154,1155
2017.243669,2017/3/31,Honduras,385,3,1551,1185,1186
2017.325804,2017/4/30,Honduras,394,4,1581,1215,1216
2017.410678,2017/5/31,Honduras,559,5,1612,1246,1247
2017.492813,2017/6/30,Honduras,853,6,1642,1276,1277
2017.577687,2017/7/31,Honduras,648,7,1673,1307,1308
2017.66256,2017/8/31,Honduras,474,8,1704,1338,1339
2017.744695,2017/9/30,Honduras,331,9,1734,1368,1369
2017.829569,2017/10/31,Honduras,325,10,1765,1399,1400
2017.911704,2017/11/30,Honduras,191,11,1795,1429,1430
2017.996578,2017/12/31,Honduras,198,12,1826,1460,1461
2018.081451,2018/1/31,Honduras,233,1,1857,1491,1492
2018.158111,2018/2/28,Honduras,430,2,1885,1519,1520
2018.242984,2018/3/31,Honduras,738,3,1916,1550,1551
2018.32512,2018/4/30,Honduras,973,4,1946,1580,1581
2018.409993,2018/5/31,Honduras,877,5,1977,1611,1612
2018.492129,2018/6/30,Honduras,793,6,2007,1641,1642
2018.577002,2018/7/31,Honduras,493,7,2038,1672,1673
2018.661875,2018/8/31,Honduras,315,8,2069,1703,1704
2018.744011,2018/9/30,Honduras,571,9,2099,1733,1734
2018.828884,2018/10/31,Honduras,675,10,2130,1764,1765
2018.91102,2018/11/30,Honduras,964,11,2160,1794,1795
2018.995893,2018/12/31,Honduras,986,12,2191,1825,1826
2019.080767,2019/1/31,Honduras,1513,1,2222,1856,1857
2019.157426,2019/2/28,Honduras,1916,2,2250,1884,1885
2019.2423,2019/3/31,Honduras,3261,3,2281,1915,1916
2019.324435,2019/4/30,Honduras,1769,4,2311,1945,1946
2019.409309,2019/5/31,Honduras,4467,5,2342,1976,1977
2019.491444,2019/6/30,Honduras,11948,6,2372,2006,2007
2019.576318,2019/7/31,Honduras,20557,7,2403,2037,2038
2019.661191,2019/8/31,Honduras,24883,8,2434,2068,2069
2019.743326,2019/9/30,Honduras,14009,9,2464,2098,2099
2019.8282,2019/10/31,Honduras,10493,10,2495,2129,2130
2019.910335,2019/11/30,Honduras,9794,11,2525,2159,2160
2019.995209,2019/12/31,Honduras,8313,12,2556,2190,2191
2014.081451,2014/1/31,Jamaica,32,1,396,30,31
2014.158111,2014/2/28,Jamaica,17,2,424,58,59
2014.242984,2014/3/31,Jamaica,14,3,455,89,90
2014.32512,2014/4/30,Jamaica,12,4,485,119,120
2014.409993,2014/5/31,Jamaica,14,5,516,150,151
2014.492129,2014/6/30,Jamaica,15,6,546,180,181
2014.577002,2014/7/31,Jamaica,23,7,577,211,212
2014.661875,2014/8/31,Jamaica,58,8,608,242,243
2014.744011,2014/9/30,Jamaica,152,9,638,272,273
2014.828884,2014/10/31,Jamaica,275,10,669,303,304
2014.91102,2014/11/30,Jamaica,190,11,699,333,334
2014.995893,2014/12/31,Jamaica,74,12,730,364,365
2015.080767,2015/1/31,Jamaica,5,1,761,395,396
2015.157426,2015/2/28,Jamaica,10,2,789,423,424
2015.2423,2015/3/31,Jamaica,8,3,820,454,455
2015.324435,2015/4/30,Jamaica,6,4,850,484,485
2015.409309,2015/5/31,Jamaica,1,5,881,515,516
2015.491444,2015/6/30,Jamaica,4,6,911,545,546
2015.576318,2015/7/31,Jamaica,3,7,942,576,577
2015.661191,2015/8/31,Jamaica,4,8,973,607,608
2015.743326,2015/9/30,Jamaica,19,9,1003,637,638
2015.8282,2015/10/31,Jamaica,1,10,1034,668,669
2015.910335,2015/11/30,Jamaica,13,11,1064,698,699
2015.995209,2015/12/31,Jamaica,22,12,1095,729,730
2016.080082,2016/1/31,Jamaica,40,1,1126,760,761
2016.15948,2016/2/29,Jamaica,265,2,1155,789,790
2016.244353,2016/3/31,Jamaica,163,3,1186,820,821
2016.326489,2016/4/30,Jamaica,81,4,1216,850,851
2016.411362,2016/5/31,Jamaica,218,5,1247,881,882
2016.493498,2016/6/30,Jamaica,188,6,1277,911,912
2016.578371,2016/7/31,Jamaica,429,7,1308,942,943
2016.663244,2016/8/31,Jamaica,185,8,1339,973,974
2016.74538,2016/9/30,Jamaica,255,9,1369,1003,1004
2016.830253,2016/10/31,Jamaica,350,10,1400,1034,1035
2016.912389,2016/11/30,Jamaica,444,11,1430,1064,1065
2016.997262,2016/12/31,Jamaica,28,12,1461,1095,1096
2017.082136,2017/1/31,Jamaica,10,1,1492,1126,1127
2017.158795,2017/2/28,Jamaica,9,2,1520,1154,1155
2017.243669,2017/3/31,Jamaica,4,3,1551,1185,1186
2017.325804,2017/4/30,Jamaica,8,4,1581,1215,1216
2017.410678,2017/5/31,Jamaica,12,5,1612,1246,1247
2017.492813,2017/6/30,Jamaica,14,6,1642,1276,1277
2017.577687,2017/7/31,Jamaica,13,7,1673,1307,1308
2017.66256,2017/8/31,Jamaica,4,8,1704,1338,1339
2017.744695,2017/9/30,Jamaica,2,9,1734,1368,1369
2017.829569,2017/10/31,Jamaica,0,10,1765,1399,1400
2017.911704,2017/11/30,Jamaica,0,11,1795,1429,1430
2017.996578,2017/12/31,Jamaica,145,12,1826,1460,1461
2018.081451,2018/1/31,Jamaica,23,1,1857,1491,1492
2018.158111,2018/2/28,Jamaica,23,2,1885,1519,1520
2018.242984,2018/3/31,Jamaica,45,3,1916,1550,1551
2018.32512,2018/4/30,Jamaica,19,4,1946,1580,1581
2018.409993,2018/5/31,Jamaica,11,5,1977,1611,1612
2018.492129,2018/6/30,Jamaica,28,6,2007,1641,1642
2018.577002,2018/7/31,Jamaica,20,7,2038,1672,1673
2018.661875,2018/8/31,Jamaica,31,8,2069,1703,1704
2018.744011,2018/9/30,Jamaica,82,9,2099,1733,1734
2018.828884,2018/10/31,Jamaica,77,10,2130,1764,1765
2018.91102,2018/11/30,Jamaica,234,11,2160,1794,1795
2018.995893,2018/12/31,Jamaica,442,12,2191,1825,1826
2019.080767,2019/1/31,Jamaica,1960,1,2222,1856,1857
2019.157426,2019/2/28,Jamaica,1086,2,2250,1884,1885
2019.2423,2019/3/31,Jamaica,321,3,2281,1915,1916
2019.324435,2019/4/30,Jamaica,74,4,2311,1945,1946
2019.409309,2019/5/31,Jamaica,63,5,2342,1976,1977
2019.491444,2019/6/30,Jamaica,154,6,2372,2006,2007
2019.576318,2019/7/31,Jamaica,253,7,2403,2037,2038
2019.661191,2019/8/31,Jamaica,464,8,2434,2068,2069
2019.743326,2019/9/30,Jamaica,1046,9,2464,2098,2099
2019.8282,2019/10/31,Jamaica,1084,10,2495,2129,2130
2019.910335,2019/11/30,Jamaica,241,11,2525,2159,2160
2019.995209,2019/12/31,Jamaica,777,12,2556,2190,2191
2014.081451,2014/1/31,Laos,68,1,396,30,31
2014.158111,2014/2/28,Laos,105,2,424,58,59
2014.242984,2014/3/31,Laos,184,3,455,89,90
2014.32512,2014/4/30,Laos,120,4,485,119,120
2014.409993,2014/5/31,Laos,232,5,516,150,151
2014.492129,2014/6/30,Laos,210,6,546,180,181
2014.577002,2014/7/31,Laos,216,7,577,211,212
2014.661875,2014/8/31,Laos,205,8,608,242,243
2014.744011,2014/9/30,Laos,184,9,638,272,273
2014.828884,2014/10/31,Laos,90,10,669,303,304
2014.91102,2014/11/30,Laos,78,11,699,333,334
2014.995893,2014/12/31,Laos,30,12,730,364,365
2015.080767,2015/1/31,Laos,21,1,761,395,396
2015.157426,2015/2/28,Laos,56,2,789,423,424
2015.2423,2015/3/31,Laos,45,3,820,454,455
2015.324435,2015/4/30,Laos,78,4,850,484,485
2015.409309,2015/5/31,Laos,59,5,881,515,516
2015.491444,2015/6/30,Laos,231,6,911,545,546
2015.576318,2015/7/31,Laos,251,7,942,576,577
2015.661191,2015/8/31,Laos,314,8,973,607,608
2015.743326,2015/9/30,Laos,259,9,1003,637,638
2015.8282,2015/10/31,Laos,285,10,1034,668,669
2015.910335,2015/11/30,Laos,176,11,1064,698,699
2015.995209,2015/12/31,Laos,175,12,1095,729,730
2016.080082,2016/1/31,Laos,96,1,1126,760,761
2016.15948,2016/2/29,Laos,82,2,1155,789,790
2016.244353,2016/3/31,Laos,59,3,1186,820,821
2016.326489,2016/4/30,Laos,105,4,1216,850,851
2016.411362,2016/5/31,Laos,398,5,1247,881,882
2016.493498,2016/6/30,Laos,690,6,1277,911,912
2016.578371,2016/7/31,Laos,835,7,1308,942,943
2016.663244,2016/8/31,Laos,754,8,1339,973,974
